lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
automatycy,adj,automatic,automatyczny,dictionary_steenbergen,any,latin_learned,automaticum,,,
autonomia,f. I,autonomy,autonomia,dictionary_steenbergen,any,latin_learned,autonomiam,,,
autonomicy,adj,autonomous,autonomiczny,dictionary_steenbergen,any,latin_learned,autonomicum + is,,,
bienińtać,f,benignity,"łagodność, dobroczynność",dictionary_steenbergen,any,latin_inherited,benignitatem,,,
biografia,f. I,biography,biografia,dictionary_steenbergen,any,latin_learned,biographiam,,,
biograficy,adj,biographic,biograficzny,dictionary_steenbergen,any,latin_learned,biographicum + is,,,
biologicy,adj,biological,biologiczny,dictionary_steenbergen,any,latin_learned,biologicum + is,,,
brutały,adj,brutal,brutalny,dictionary_steenbergen,any,latin_learned,brutalem + is,,,
brykieta,f. I,lighter,zapalniczka,dictionary_steenbergen,any,french,briquette,,,
brylant,m,brilliant,brylant,dictionary_steenbergen,any,french,brillant,,,
celtycy,adj,Celtic,celtycki,dictionary_steenbergen,any,latin_learned,celticum + is,,,
centrały,adj,central,"centralny, środkowy",dictionary_steenbergen,any,latin_learned,centralem + is,,,
ceremonia,f. I,ceremony,ceremonia,dictionary_steenbergen,any,latin_learned,caeremoniam,,,
cędartać,f,tenderness,czułość,dictionary_steenbergen,any,latin_inherited,tenerum + -itatem,,,
chaotycy,adj,chaotic,chaotyczny,dictionary_steenbergen,any,latin_learned,chaoticum + is,,,
chemia,f. I,chemistry,chemia,dictionary_steenbergen,any,latin_learned,chimiam,,,
chemicy,adj,chemical,chemiczny,dictionary_steenbergen,any,latin_learned,chimicum + is,,,
chirurgia,f. I,surgery,chirurgia,dictionary_steenbergen,any,latin_learned,chirurgiam,,,
chrzyszczańtać,f,Christianity,chrześcijaństwo,dictionary_steenbergen,any,latin_inherited,christianitatem,,,
cukier,m,sugar,cukier,dictionary_steenbergen,any,german,Zucker,,,
cygareta,f. I,cigarette,papieros,dictionary_steenbergen,any,french,cigarette,,,
czelebartać,f,celebrity,słynność,dictionary_steenbergen,any,latin_inherited,celebritatem,,,
dekada,f. I,decade,"dekada, dziesięciolecie",dictionary_steenbergen,any,latin_learned,decadem,,,
demagogicy,adj,demagogical,demagogiczny,dictionary_steenbergen,any,latin_learned,demagogicum + is,,,
demokratycy,adj,democratic,demokratyczny,dictionary_steenbergen,any,latin_learned,democraticum + is,,,
dziabolicy,adj,diabolical,diabelski,dictionary_steenbergen,any,latin_inherited,diabolicum + is,,,
dziekan,m,deacon,dekan,dictionary_steenbergen,any,latin_inherited,diaconum,,,
ekonomia,f. I,economy,gospodarka,dictionary_steenbergen,any,latin_learned,oeconomiam,,,
ekonomicy,adj,economic,gospodarczy,dictionary_steenbergen,any,latin_learned,oeconomicum + is,,,
elastycy,adj,elastic,elastyczny,dictionary_steenbergen,any,latin_learned,elasticum + is,,,
elektronicy,adj,electronic,elektroniczny,dictionary_steenbergen,any,latin_learned,electronicum + is,,,
elektryctać,f,electricity,elektryczność,dictionary_steenbergen,any,latin_learned,electricitatem,,,
embroczaceń,f,embracing,objęcie,dictionary_steenbergen,any,latin_inherited,inbrachiationem,,,
emoconały,adj,emotional,emocjonalny,dictionary_steenbergen,any,latin_learned,emotionalem + is,,,
epicy,adj,epical,epiczny,dictionary_steenbergen,any,latin_learned,epicum + is,,,
erotycy,adj,erotic,erotyczny,dictionary_steenbergen,any,latin_learned,eroticum + is,,,
etymologia,f. I,etymology,etymologia,dictionary_steenbergen,any,latin_learned,etymologiam,,,
etymologicy,adj,etymological,etymologiczny,dictionary_steenbergen,any,latin_learned,etymologicum + is,,,
faczyltać,f,easiness,łatwość,dictionary_steenbergen,any,latin_inherited,facilitatem,,,
fieceń,f,invention,wynalazek,dictionary_steenbergen,any,latin_inherited,fictionem,,,factionem? fictionem?
fiedzieltać,f,"faithfulness, fidelity",wierność,dictionary_steenbergen,any,latin_inherited,fidelitatem,,,
finały,adj,final,końcowy,dictionary_steenbergen,any,latin,finalem + is,,,
fiskały,adj,fiscal,fiskalny,dictionary_steenbergen,any,latin_learned,fiscalem + is,,,
fizycy,adj,physical,fizyczny,dictionary_steenbergen,any,latin_learned,physicum + is,,,
fizyk,m,physician,fizyk,dictionary_steenbergen,any,latin_learned,physicum,,,
fiżyciwy,adj,fugitive; volatile,uciekły; ulotny,dictionary_steenbergen,any,latin_inherited,fugitivum + is,,,
fotograf,m,photographer,fotograf,dictionary_steenbergen,any,latin_learned,photographum,,,
fotografia,f. I,photography,fotografia,dictionary_steenbergen,any,latin_learned,photographiam,,,
funkconały,adj,functional,funkcjonalny,dictionary_steenbergen,any,latin_learned,functionalem + is,,,
gazeta,f. I,newspaper,gazeta,dictionary_steenbergen,any,italian,gazzetta,,,
geniały,adj,genial,genialny,dictionary_steenbergen,any,latin_learned,genialem + is,,,
geografia,f. I,geography,geografia,dictionary_steenbergen,any,latin_learned,geographiam,,,
geograficy,adj,geographical,geograficzny,dictionary_steenbergen,any,latin_learned,geographicum + is,,,
geologia,f. I,geology,geologia,dictionary_steenbergen,any,latin_learned,geologiam,,,
geologicy,adj,geological,geologiczny,dictionary_steenbergen,any,latin_learned,geologicum + is,,,
germanicy,adj,Germanic,germański,dictionary_steenbergen,?,latin_learned,germanicum + is,,,
harmonia,f. I,harmony,harmonia,dictionary_steenbergen,any,latin_learned,harmoniam,,,
harmonicy,adj,"harmonious, harmonic",harmoniczny,dictionary_steenbergen,any,latin_learned,harmonicum + is,,,
horyzontały,adj,horizontal,poziomowy,dictionary_steenbergen,any,latin_learned,horizontalem + is,,,
ideały,adj,ideal,idealny,dictionary_steenbergen,any,latin_learned,idealem + is,,,
inaugurały,adj,inaugural,inauguralny,dictionary_steenbergen,any,latin_learned,inauguralem + is,,,
industria,f. I,industry,przemysł,dictionary_steenbergen,any,latin_learned,industriam,,,
industriały,adj,industrial,przemysłowy,dictionary_steenbergen,any,latin_learned,industrialem + is,,,
indywiduały,adj,individual,indywidualny,dictionary_steenbergen,any,latin_learned,individualem + is,,,
inicjaciwa,f. I,initiative,inicjatywa,dictionary_steenbergen,any,latin_learned,initiativam,,,
inicjały,adj,initial,początkowy,dictionary_steenbergen,any,latin_learned,initialem + is,,,
ironia,f. I,irony,ironia,dictionary_steenbergen,any,latin_learned,ironiam,,,
jatać,f,"age, era, timeframe",epoka,dictionary_steenbergen,any,latin_inherited,aetatem,,,
jewieńtać,f,youth (youngness),młodość,dictionary_steenbergen,any,latin_inherited,iuvenitatem,,,
jotrzeńtać,f,eternity,wieczność,dictionary_steenbergen,any,latin_inherited,aeternitatem,,,
katolicy,adj,Catholic,katolicki,dictionary_steenbergen,any,latin_learned,catholicum + is,,,
kąttać,f,quantity,ilość,dictionary_steenbergen,any,latin_inherited,quantitatem,,,
klarnet,m,clarinet,klarnet,dictionary_steenbergen,any,french,clarinette,,,
klasa,f. I,class,klasa,dictionary_steenbergen,any,latin_learned,classem,,,
klinicy,adj,clinical,kliniczny,dictionary_steenbergen,any,latin_learned,clinicum + is,,,
kłartać,f,"clearness, brightness",jasność,dictionary_steenbergen,any,latin_inherited,claritatem,,,
komędant,m,commander,komendant,dictionary_steenbergen,any,french,commandant,,,
komicy,adj,comical,komiczny,dictionary_steenbergen,any,latin_learned,comicum + is,,,
komunista,m. I,communist,komunista,dictionary_steenbergen,any,latin_learned,communistam,,,
koncert,m,concert,concert,dictionary_steenbergen,any,italian,concerto,,,
koniąceń,f,conjunction,spójnik,dictionary_steenbergen,any,latin_inherited,coniunctionem,,,
konieceń,f,connection,połączenie,dictionary_steenbergen,any,latin_inherited,connectionem,,,
konserwaciwy,adj,conservative,konserwatywny,dictionary_steenbergen,any,latin_learned,conservativum + is,,,
konstytuceń,f,constitution,konstytucja,dictionary_steenbergen,any,latin_learned,constitutionem,,,
kontakt,m,contact,kontakt,dictionary_steenbergen,any,latin_learned,contactum,,,
kontekst,m,context,kontekst,dictionary_steenbergen,any,latin_learned,contextum,,,
konto,n,account,konto,dictionary_steenbergen,any,italian,conto,,,
kontrakt,m,contract,kontrakt,dictionary_steenbergen,any,latin_learned,contractum,,,
kontrola,f. I,control,kontrola,dictionary_steenbergen,any,french,contrôle,,,
"kontynię, -tu","n. -mię, -miętu",continent,kontynent,dictionary_steenbergen,any,latin_learned,continentem,,,
kooperaceń,f,cooperation,współpraca,dictionary_steenbergen,any,latin_learned,cooperationem,,,
kopięzaceń,f,compensation,kompensacja,dictionary_steenbergen,any,latin_inherited,compensationem,,,
koraceń,f,courage,odwaga,dictionary_steenbergen,any,latin_inherited,coraticum,,,
korunaceń,f,coronation,koronacja,dictionary_steenbergen,any,latin_inherited,coronationem,,,
krzejaceń,f,creation,stworzenie,dictionary_steenbergen,any,latin_inherited,creationem,,,
krzejaciwy,adj,creative,twórczy,dictionary_steenbergen,any,latin_inherited,creativum + is,,,
kuceń,f,caution,ostrożność,dictionary_steenbergen,any,latin_inherited,cautionem,,,
leceń,f,lesson,lekcja,dictionary_steenbergen,any,latin_inherited,lectionem,,,
legały,adj,legal,legalny,dictionary_steenbergen,any,latin_learned,legalem + is,,,
liberalizm,m,liberalism,liberalizm,dictionary_steenbergen,any,latin_learned,liberalismum,,,
liberały,adj,liberal,liberalny,dictionary_steenbergen,any,latin_learned,liberalem + is,,,
libier,m,book,książka,dictionary_steenbergen,any,latin_inherited,librum,,,
likier,m,liquor,likier,dictionary_steenbergen,any,french,liqueur,,,
likwidaceń,f,liquidation,likwidacja,dictionary_steenbergen,any,latin_learned,liquidationem,,,
liwartać,f,freedom,wolność,dictionary_steenbergen,any,latin_inherited,libertatem,,,
logicy,adj,logical,logiczny,dictionary_steenbergen,any,latin_learned,logicum + is,,,
lojały,adj,loyal,lojalny,dictionary_steenbergen,any,french,loyal + is,,,
magia,f. I,magic,magia,dictionary_steenbergen,any,latin_learned,magiam,,,
magicy,adj,magic,magiczny,dictionary_steenbergen,any,latin_learned,magicum + is,,,
manipulaceń,f,manipulation,manipulacja,dictionary_steenbergen,any,latin_learned,manipulationem,,,
manipulaciwy,adj,manipulative,manipulatywny,dictionary_steenbergen,any,latin_learned,manipulativum + is,,,
mechanicy,adj,mechanical,mechaniczny,dictionary_steenbergen,any,latin_learned,mechanicum + is,,,
mechanizm,n,mechanism,mechanizm,dictionary_steenbergen,any,latin_learned,mechanismum,,,
melancholia,f. I,melancholy,melancholia,dictionary_steenbergen,any,latin_learned,melancholiam,,,
melancholicy,adj,melancholic,melancholiczny,dictionary_steenbergen,any,latin_learned,melancholicum + is,,,
melodia,f. I,melody,melodia,dictionary_steenbergen,any,latin_learned,melodiam,,,
mentaltać,f,mentality,mentalność,dictionary_steenbergen,any,latin_learned,mentalitatem,,,
mentały,adj,mental,mentalny,dictionary_steenbergen,any,latin_learned,mentalem + is,,,
miegraceń,f,migration,migracja,dictionary_steenbergen,any,latin_inherited,migrationem,,,
mojortać,f,majority,większość,dictionary_steenbergen,any,latin_inherited,majoritatem,,,
molińtać,f,maliciousness,złośliwość,dictionary_steenbergen,any,latin_inherited,malignitatem,,,
monarchia,f. I,monarchy,monarchia,dictionary_steenbergen,any,latin_learned,monarchiam,,,
monarchista,m. I,monarchist,monarchista,dictionary_steenbergen,any,latin_learned,monarchistam,,,
moszklińtać,f,masculinity,męskość,dictionary_steenbergen,any,latin_inherited,masculinitatem,,,
mrotały,adj,mortal,śmiertelny,dictionary_steenbergen,any,latin_inherited,mortalem + is,,,
municzypały,adj,municipal,gminny,dictionary_steenbergen,any,latin_inherited,municipalem + is,,,
mutaceń,f,mutation,mutacja,dictionary_steenbergen,any,latin_learned,mutationem,,,
muzykaltać,f,musicality,muzykalność,dictionary_steenbergen,any,latin_learned,musicalitatem,,,
muzykały,adj,musical,muzykalny,dictionary_steenbergen,any,latin_learned,musicalem + is,,,
mytwały,adj,mutual,wzajemny,dictionary_steenbergen,any,latin_inherited,mutualem + is,,,
naiwy,adj,naive,naiwny,dictionary_steenbergen,any,french,naïf,,,
natura,f. I,nature,"przyroda, natura",dictionary_steenbergen,any,latin_learned,naturam,,,
naturały,adj,natural,naturalny,dictionary_steenbergen,any,latin_learned,naturalem + is,,,
negaciwy,adj,negative,negatywny,dictionary_steenbergen,any,latin_learned,negativum + is,,,
nębier,m. II inanimate,number,liczba,dictionary_steenbergen,any,latin_inherited,numerum,,,
nieczestać,f,"necessity, need",potrzeba,dictionary_steenbergen,any,latin_inherited,necessitatem,,,
niefiedzieltać,f,infidelity,niewierność,dictionary_steenbergen,any,latin_inherited,ne + fidelitatem,,,
niekwiattać,f,unrest,niepokój,dictionary_steenbergen,any,latin_inherited,ne + quietatem,,,
niemrotały,adj,immortal,nieśmiertelny,dictionary_steenbergen,any,latin_inherited,ne + mortalem + is,,,
nociewtać,f,birth,urodzenie,dictionary_steenbergen,any,latin_inherited,nativitatem,,,
noconały,adj,national,narodowy,dictionary_steenbergen,any,latin_inherited,nationalem + is,,,
normały,adj,normal,normalny,dictionary_steenbergen,any,latin_learned,normalem + is,,,
nostalgia,f. I,nostalgia,nostalgia,dictionary_steenbergen,any,latin_learned,nostalgiam,,,
nostalgicy,adj,nostalgic,nostalgiczny,dictionary_steenbergen,any,latin_learned,nostalgicum + is,,,
nowtać,f,news,nowość,dictionary_steenbergen,any,latin_inherited,novitatem,,,
nubieltać,f,nobility,szlachta,dictionary_steenbergen,any,latin_inherited,nobilitatem,,,
okupaceń,f,occupation,okupacja,dictionary_steenbergen,any,latin_learned,occupationem,,,
olegaceń,f,allegiance,powiązanie,dictionary_steenbergen,any,latin_inherited,allegationem,,,
oliwa,f. I,olive,oliwka,dictionary_steenbergen,any,latin,olivam,,,
omieraceń,f,admiration,podziw,dictionary_steenbergen,any,latin_inherited,admirationem,,,
oniestać,f,honesty,szczerość,dictionary_steenbergen,any,latin_inherited,honestatem,,,
opera,f. I,opera,opera,dictionary_steenbergen,any,italian,opera,,,
operaceń,f,"operation, surgery",operacja,dictionary_steenbergen,any,latin_learned,operationem,,,
opielkaceń,f,application,zastosowanie,dictionary_steenbergen,any,latin_inherited,applicationem,,,
opleceń,f,"completion, supplement",uzupełnienie,dictionary_steenbergen,any,,,,,CLAUDE: completionem
optymista,m. I,optimist,optymista,dictionary_steenbergen,any,latin_learned,optimistam,,,
optymizm,m,optimism,optymizm,dictionary_steenbergen,any,latin_learned,optimismum,,,
oryginaltać,f,originality,oryginalność,dictionary_steenbergen,any,latin_learned,originalitatem,,,
oryginały,adj,original,oryginalny,dictionary_steenbergen,any,latin_learned,originalem + is,,,
oszczataceń,f,acceptation,akceptacja,dictionary_steenbergen,any,latin_inherited,acceptationem,,,
oszynieceń,f,assignment,"wyznaczenie, przydzielenie",dictionary_steenbergen,any,latin_inherited,assignationem,,,
ościeltać,f,hostility,wrogość,dictionary_steenbergen,any,latin_inherited,hostilitatem,,,
otroceń,f,attraction,"atrakcja, pociąg",dictionary_steenbergen,any,latin_inherited,attractionem,,,
owały,adj,oval,owalny,dictionary_steenbergen,any,latin_learned,ovalem + is,,,
papier,m,paper,papier,dictionary_steenbergen,any,french,papier,,,
parada,f. I,parade,parada,dictionary_steenbergen,any,french,parade,,,
paradyz,m,paradise,raj,dictionary_steenbergen,any,latin_learned,paradisum,,,
parcały,adj,partial,częściowy,dictionary_steenbergen,any,latin_inherited,partialem + is,,,
parodia,f. I,parody,parodia,dictionary_steenbergen,any,latin_learned,parodiam,,,
partia,f. I,party,partia,dictionary_steenbergen,any,latin_learned,partiam,,,
patologia,f. I,pathology,patologia,dictionary_steenbergen,any,latin_learned,pathologiam,,,
patologicy,adj,pathologic,patologiczny,dictionary_steenbergen,any,latin_learned,pathologicum + is,,,
patriotyzm,m,patriottism,patriotyzm,dictionary_steenbergen,any,latin_learned,patriotismum,,,
pesymizm,m,pessimism,pesymizm,dictionary_steenbergen,any,latin_learned,pessimismum,,,
pieceń,m,comb,grzebień,dictionary_steenbergen,any,latin_inherited,pectinem,,,
pijtać,f,"devoutness, piety",pobożność,dictionary_steenbergen,any,latin_inherited,pietatem,,,
poeta,m. I,poet,poeta,dictionary_steenbergen,any,latin_learned,poetam,,,
polica,f. I,police,policja,dictionary_steenbergen,any,french,police,,,
politycy,adj,political,polityczny,dictionary_steenbergen,any,latin_learned,politicum + is,,,
polityk,m,politician,polityk,dictionary_steenbergen,any,latin_learned,politicum,,,
polityka,f. I,politics,polityka,dictionary_steenbergen,any,latin_learned,politicam,,,
posibieltać,f,possibility,możliwość,dictionary_steenbergen,any,latin_inherited,possibilitatem,,,
postłaceń,f,demand,wymaganie,dictionary_steenbergen,any,latin_inherited,postulationem,,,
pozyciwy,adj,positive,pozytywny,dictionary_steenbergen,any,latin_learned,positivum + is,,,
premier,m,prime minister,premier,dictionary_steenbergen,any,french,premier,,,
prezent,m,present,prezent,dictionary_steenbergen,any,latin_learned,praesentem,,,
prezydent,m,president,prezydent,dictionary_steenbergen,any,latin_learned,praesidentem,,,
proceń,f,portion,"porcja, dawka",dictionary_steenbergen,any,latin_inherited,portionem,,,
procieceń,f,protection,ochrona,dictionary_steenbergen,any,latin_inherited,protectionem,,,
profądtać,f,depth,głębokość,dictionary_steenbergen,any,latin_inherited,profunditatem,,,
profeta,m. I,prophet,prorok,dictionary_steenbergen,any,latin,prophetam,,,
profieszonały,adj,professional,zawodowy,dictionary_steenbergen,any,latin_learned,professionalem + is,,,
pronącaceń,f,pronunciation,wymowa,dictionary_steenbergen,any,latin_inherited,pronunciationem,,,
proporceń,f,proportion,proporcja,dictionary_steenbergen,any,latin_learned,proportionem,,,
proporconały,adj,proportional,proporcjonalny,dictionary_steenbergen,any,latin_learned,proportionalem + is,,,
propożyceń,f,proposal,propozycja,dictionary_steenbergen,any,latin_inherited,propositionem,,,
protestantyzm,m,protestantism,protestantyzm,dictionary_steenbergen,any,latin_learned,protestantismum,,,
przepożyceń,f,preposition,przyimek,dictionary_steenbergen,any,latin_inherited,praepositionem,,,
psychicy,adj,"psychic, mental",psychiczny,dictionary_steenbergen,any,latin_learned,psychicum + is,,,
psycholog,m,psychologist,psycholog,dictionary_steenbergen,any,latin_learned,psychologum,,,
psychologia,f. I,psychology,psychologie,dictionary_steenbergen,any,latin_learned,psychologiam,,,
psychologicy,adj,psychological,psychologiczny,dictionary_steenbergen,any,latin_learned,psychologicum + is,,,
pupartać,f,poverty,bieda,dictionary_steenbergen,any,latin_inherited,paupertatem,,,
reklama,f. I,commercial,reklama,dictionary_steenbergen,any,german,Reklame,,,
republika,f. I,republic,republika,dictionary_steenbergen,any,latin_learned,republicam,,,
rewoluceń,f,revolution,rewolucja,dictionary_steenbergen,any,latin_learned,revolutionem,,,
rezerwaceń,f,reservation,rezerwacja,dictionary_steenbergen,any,latin_learned,reservationem,,,
romanicy,adj,Romance,romański,dictionary_steenbergen,?,latin_learned,romanicum + is,,,
rytmicy,adj,rhythmic,rytmiczny,dictionary_steenbergen,any,latin_learned,rhythmicum + is,,,
rywaltać,f,rivalry,rywalizacja,dictionary_steenbergen,any,latin_learned,rivalitatem,,,
rzedyceń,f,reduction,"redukcja, obniżka",dictionary_steenbergen,any,latin_inherited,reductionem,,,
rzefleceń,f,reflection,reflekcja,dictionary_steenbergen,any,latin_inherited,reflectionem,,,
rzegały,adj,royal,królewski,dictionary_steenbergen,any,latin_inherited,regalem + is,,,
rzejaltać,f,reality,rzeczywistość,dictionary_steenbergen,any,latin_inherited,realitatem,,,
rzejestraceń,f,regestration,rejestracja,dictionary_steenbergen,any,latin_inherited,registrationem,,,
rzekuniceń,f,recognition,uznanie,dictionary_steenbergen,any,latin_inherited,recognitionem,,,
rzełaceń,f,"relation, relationship","związek, stosunek",dictionary_steenbergen,any,latin_inherited,relationem,,,
rzenowaceń,f,"renewal, renovation",odnowienie,dictionary_steenbergen,any,latin_inherited,renovationem,,,
rześcityceń,f,restitution,zwrot,dictionary_steenbergen,any,latin_inherited,restitutionem,,,
rześpieraceń,f,breath,oddech,dictionary_steenbergen,any,latin_inherited,respirationem,,,
sabotaż,m,sabotage,sabotaż,dictionary_steenbergen,any,french,sabotage,,,
sekceń,f,section,sekcja,dictionary_steenbergen,any,latin,sectionem,,,
seksualtać,f,sexuality,seksualność,dictionary_steenbergen,any,latin_learned,sexualitatem,,,
siekiertać,f,safety,bezpieczeństwo,dictionary_steenbergen,any,latin_inherited,securitatem,,,
siębieltać,f,"alikeness, similarity",podobieństwo,dictionary_steenbergen,any,latin_inherited,similitatem,,,
soczalista,m. I,socialist,socjalista,dictionary_steenbergen,any,latin_inherited,socialistam,,,
soczały,adj,social,"socjalny, społeczny",dictionary_steenbergen,any,latin_inherited,socialem + is,,,
soczotać,f,society,społeczeństwo,dictionary_steenbergen,any,latin_inherited,societatem,,,
solidartać,f,solidarity,solidarność,dictionary_steenbergen,any,latin_learned,solidaritatem,,,
sołyceń,f,solution,rozwiązanie,dictionary_steenbergen,any,latin_inherited,solutionem,,,
sołytać,f,greeting,ukłon,dictionary_steenbergen,any,latin_inherited,salutatem,,,
sparaceń,f,separation,"rozłąka, separacja",dictionary_steenbergen,any,latin_inherited,separationem,,,
specjalista,m. I,specialist,specjalista,dictionary_steenbergen,any,latin_learned,specialistam,,,
spirytualtać,f,spirituality,spirytualność,dictionary_steenbergen,any,latin_learned,spiritualitatem,,,
spirytuały,adj,spiritual,duchowy,dictionary_steenbergen,any,latin_learned,spiritualem + is,,,
splekaceń,f,explanation,wyjaśnienie,dictionary_steenbergen,any,latin_inherited,explicationem,,,
śreńtać,f,serenity,"spokój, pogoda",dictionary_steenbergen,any,latin_inherited,serenitatem,,,
teolog,m,theologist,teolog,dictionary_steenbergen,any,latin_learned,theologum,,,
teologicy,adj,theological,teologiczny,dictionary_steenbergen,any,latin_learned,theologicum + is,,,
teoria,f. I,theory,teoria,dictionary_steenbergen,any,latin_learned,theoriam,,,
terytoriały,adj,territorial,terytorialny,dictionary_steenbergen,any,latin_learned,territorialem + is,,,
terytorium,n,territory,terytorium,dictionary_steenbergen,any,latin_learned,territorium,,,
toaleta,f. I,toilet,toaleta,dictionary_steenbergen,any,french,toilette,,,
totały,adj,total,totalny,dictionary_steenbergen,any,latin_learned,totalem + is,,,
trąkiltać,f,rest,spokój,dictionary_steenbergen,any,latin_inherited,tranquillitatem,,,
typicy,adj,typical,typowy,dictionary_steenbergen,any,latin_learned,typicum + is,,,
ubikaceń,f,toilet,ubikacja,dictionary_steenbergen,any,latin_learned,ubicationem,,,
umileceń,f,humiliation,upokorzenie,dictionary_steenbergen,any,latin_inherited,humiliationem,,,
uniwersały,adj,universal,uniwersalny,dictionary_steenbergen,any,latin_learned,universalem + is,,,
uniwersytać,f,university,uniwersytet,dictionary_steenbergen,any,latin_learned,universitatem,,,
ura,f. I,hour,godzina,dictionary_steenbergen,any,latin_inherited,horam,,,
uraceń,f,prayer,modlitwa,dictionary_steenbergen,any,latin_inherited,orationem,,,
wakaceń,f,vacation,"wakacje, urlop",dictionary_steenbergen,any,latin_inherited,vacationem,,,
wańtać,f,vanity,próżność,dictionary_steenbergen,any,latin_inherited,vanitatem,,,
wieniaraceń,f,"esteem, respect",szacunek,dictionary_steenbergen,any,latin_inherited,venerationem,,,
więdkaceń,f,revenge,zemsta,dictionary_steenbergen,any,latin_inherited,vindicationem,,,
wiltać,f,cheapness,taniość,dictionary_steenbergen,any,latin_inherited,vilitatem,,,
wiołuctać,f,speed,szybkość,dictionary_steenbergen,any,latin_inherited,velocitatem,,,
wiortać,f,truth,prawda,dictionary_steenbergen,any,latin_inherited,veritatem,,,
wirtuały,adj,virtual,wirtualny,dictionary_steenbergen,any,latin_learned,virtualem + is,,,
witały,adj,lively,żywy,dictionary_steenbergen,any,latin,vitalem + is,,,
włątać,f,will,wola,dictionary_steenbergen,any,latin_inherited,voluntatem,,,
wółtać,f,"bliss, lust","pożądliwość, rozkosz",dictionary_steenbergen,any,latin_inherited,voluptatem,,,
wrzeciltać,f,fertility,płodność,dictionary_steenbergen,any,latin_inherited,fertilitatem,,,
wukały,adj,"spoken, vocal","wokalny, na głos",dictionary_steenbergen,any,latin_inherited,vocalem + is,,,
wyniewkaceń,f,unification,zjednoczenie,dictionary_steenbergen,any,latin_inherited,unificationem,,,
zoologia,f. I,zoology,zoologia,dictionary_steenbergen,any,latin_learned,zoologiam,,,
zoologicy,adj,zoological,zoologiczny,dictionary_steenbergen,any,latin_learned,zoologicum + is,,,
żeniaraceń,f,generation,pokolenie,dictionary_steenbergen,any,latin_inherited,generationem,,,
żeniarały,adj,general,ogólny,dictionary_steenbergen,any,latin_inherited,generalem + is,,,
żyściewkaceń,f,justification,usprawiedliwienie,dictionary_steenbergen,any,latin_inherited,iustificationem,,,
