lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
płerały,adj,multiple,mnogi,dictionary_steenbergen,any,latin_inherited,pluralem + is,,,
płerze,adj,several,"kilka, liczne",dictionary_steenbergen,any,latin_inherited,plures + is,,,Adjective or adverb?
poetycy,adj,poetical,poetyczny,dictionary_steenbergen,any,latin_learned,poeticum + is,,,
polity,adj,polite,uprzejmy,dictionary_steenbergen,any,latin_learned,politum + is,,,
posibły,adj,possible,możliwy,dictionary_steenbergen,any,latin_learned,possibilem + is,,,
praktycy,adj,practical,praktyczny,dictionary_steenbergen,any,latin_learned,practicum + is,,,
praktyka,f. I,practice,praktyka,dictionary_steenbergen,any,latin_learned,practicam,,,
profędy,adj,deep,głęboki,dictionary_steenbergen,any,latin_inherited,profundum + is,,,
psychiatrycy,adj,psychiatric,psychiatryczny,dictionary_steenbergen,any,latin_learned,psychiatricum + is,,,
rapidy,adj,quick (movement),prędki,dictionary_steenbergen,any,latin,rapidum + is,,,
rary,adj,rare,rzadki,dictionary_steenbergen,any,latin,rarum + is,,,
regularzy,adj,regular,regularny,dictionary_steenbergen,any,latin_learned,regularem + is,,,
reliżuzy,adj,religious,religijny,dictionary_steenbergen,any,latin_learned,religiosum + is,,,
reumatyka,f. I,rheumatism,reumatyzm,dictionary_steenbergen,any,latin_learned,rheumaticam,,,
rewoluconarzy,adj,revolutionary,rewolucyjny,dictionary_steenbergen,any,latin_learned,revolutionarium + is,,,
saksofon,m,saxophone,saksofon,dictionary_steenbergen,any,french,saxophone,,,
siewiory,adj,severe,surowy,dictionary_steenbergen,any,latin_inherited,severum + is,,,
soczaliski,adj,socialist,socjalizm,dictionary_steenbergen,any,latin_inherited,socialisticum + is,,,
solidy,adj,solid,solidny,dictionary_steenbergen,any,latin_learned,solidum + is,,,
specjaliski,adj,specialist,specjalistyczny,dictionary_steenbergen,any,latin_learned,specialisticum + is,,,
standarty,adj,standard,standardowy,dictionary_steenbergen,any,english,standard,,,
stupidy,adj,stupid,głupi,dictionary_steenbergen,any,latin,stupidum + is,,,
szef,m,"boss, chief",szef,dictionary_steenbergen,any,french,chef,,,
teoretycy,adj,theoretical,teoretyczny,dictionary_steenbergen,any,latin_learned,theoreticum + is,,,
trąkiły,adj,quiet,spokojny,dictionary_steenbergen,any,latin_inherited,tranquillum + is,,,
turyski,adj,tourist,turystyczny,dictionary_steenbergen,any,french,touriste,,,
typ,n,type,typ,dictionary_steenbergen,any,latin_learned,typum,,,
umiły,adj,humble,pokorny,dictionary_steenbergen,any,latin_inherited,humilem + is,,,
wagon,m,wagon,wagon,dictionary_steenbergen,any,french,wagon,,,
walidy,adj,valid,ważny (przed datą ważności),dictionary_steenbergen,any,latin_learned,validum + is,,,
wiory,adj,true; real,prawdziwy,dictionary_steenbergen,any,latin_inherited,verum + is,,,
wista,f. I,view,widok,dictionary_steenbergen,any,,,,,Claude says: Italian vista
wiżybły,adj,visible,widoczny,dictionary_steenbergen,any,latin_learned,visibilem + is,,,
wółgarzy,adj,vulgar,wulgarny,dictionary_steenbergen,any,latin_inherited,vulgarem + is,,,
żeniaruzy,adj,generous,szczodry,dictionary_steenbergen,any,latin_inherited,generosum + is,,,
żongler,m,juggler,żongler,dictionary_steenbergen,any,french,jongleur,,,
