lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
funkconar,"v, 1",function,funkcjonować,dictionary_steenbergen,any,latin_learned__claude,functionare,,,
herój,m,hero,bohater,dictionary_steenbergen,any,latin_learned__claude,heroem,,,
herójki,adj,heroic,bohaterski,dictionary_steenbergen,any,latin_learned__claude,heroicum + is,,,
ideał,n,ideal,ideał,dictionary_steenbergen,any,latin_learned__claude,idealem,,,
ideja,f. I,idea,idea,dictionary_steenbergen,any,latin_learned__claude,ideam,,,
idiota,m. I,idiot,idiota,dictionary_steenbergen,any,latin_learned__claude,idiotam,,,
ignorar,"v, 1",ignore,ignorować,dictionary_steenbergen,any,latin_learned__claude,ignorare,,,
irytar,"v, 1",irritate,"irytować, drażnić",dictionary_steenbergen,any,latin_learned__claude,irritare,,,
kaktus,m,cactus,kaktus,dictionary_steenbergen,any,latin_learned__claude,cactum,,,
kamera,f. I,camera,kamera,dictionary_steenbergen,any,latin_learned__claude,cameram,,,
kandydat,m,candidate,kandydat,dictionary_steenbergen,any,latin_learned__claude,candidatum,,,
kandydar,"v, 1",candidate,kandydować,dictionary_steenbergen,any,latin_learned__claude,candidare,,,
kapital,m,capital,kapitał,dictionary_steenbergen,any,latin_learned__claude,capitalem,,,typo in wenedyk?
katastrofa,f. I,disaster,katastrofa,dictionary_steenbergen,any,latin_learned__claude,catastropham,,,
katedra,f. I,chair (professor); cathedral,katedra,dictionary_steenbergen,any,latin_learned__claude,cathedram,,,
kolega,m. I,"colleague, friend",kolega,dictionary_steenbergen,any,latin_learned__claude,collegam,,,
kołos,m,giant,olbrzym,dictionary_steenbergen,any,latin_learned__claude,colossum,,,
kołosały,adj,"gigantic, enormous","olbrzymi, ogromny",dictionary_steenbergen,any,latin_learned__claude,colossalem + is,,,
komitat,m,committee,komitet,dictionary_steenbergen,any,latin_learned__claude,comitatum,,,
kubit,m,elbow,łokieć,dictionary_steenbergen,any,latin_learned__claude,cubitum,,,
lampa,f. I,lamp,lampa,dictionary_steenbergen,any,latin_learned__claude,lampam,,,
legat,m,"messenger, deputy",poseł,dictionary_steenbergen,any,latin_learned__claude,legatum,,,
liga,f. I,league,liga,dictionary_steenbergen,any,latin_learned__claude,ligam,,,
limitar,"v, 1",limit,ograniczać,dictionary_steenbergen,any,latin_learned__claude,limitare,,,
linia,f. I,line,linia,dictionary_steenbergen,any,latin_learned__claude,lineam,,,
literarzy,adj,literary,literacki,dictionary_steenbergen,any,latin_learned__claude,litterarium + is,,,
literatera,f. I,literature,literatura,dictionary_steenbergen,any,latin_learned__claude,litteraturam,,,
mag,m,"sorcerer, mage",czarodziej,dictionary_steenbergen,any,latin_learned__claude,magum,,,
mapa,f. I,map,mapa,dictionary_steenbergen,any,latin_learned__claude,mappam,,,
masturbar,"v, 1",masturbate,masturbować,dictionary_steenbergen,any,latin_learned__claude,masturbari,,,
matematyk,m,mathematician,matematyk,dictionary_steenbergen,any,latin_learned__claude,mathematicum,,,
media,n. pl.,media,media,dictionary_steenbergen,any,latin_learned__claude,media,,,
ministerza,f. I,ministery,ministerstwo,dictionary_steenbergen,any,latin_learned__claude,ministerium,,,
nawigar,"v, 1",navigate,nawigować,dictionary_steenbergen,any,latin_learned__claude,navigare,,,
stadz,n,stadium (1066 m),stadium (1066 m),dictionary_steenbergen,ill_bethisad?,latin_learned__claude,stadium,,,
stomak,m,stomach,żołądek,dictionary_steenbergen,any,latin_learned__claude,stomachum,,,
terror,m,terror,terror,dictionary_steenbergen,any,latin_learned__claude,terrorem,,,
terroryski,adj,terrorist,terrorystyczny,dictionary_steenbergen,any,latin_learned__claude,terroristicum + is,,,
terrorysta,m. I,terrorist,terrorysta,dictionary_steenbergen,any,latin_learned__claude,terroristam,,,
transport,m,transport,transport,dictionary_steenbergen,any,latin_learned__claude,transportum,,,
triumf,m,triumph,triumf,dictionary_steenbergen,any,latin_learned__claude,triumphum,,,
triumfar,"v, 1",triumph,triumfować,dictionary_steenbergen,any,latin_learned__claude,triumphare,,,
tygrys,m,tiger,tygrys,dictionary_steenbergen,any,latin_learned__claude,tigrim,,,
tyran,m,tyrant,tyran,dictionary_steenbergen,any,latin_learned__claude,tyrannum,,,
tytuł,m,title,tytuł,dictionary_steenbergen,any,latin_learned__claude,titulum,,,
wot,n,vote,głos,dictionary_steenbergen,any,latin_learned__claude,votum,,,
wotar,"v, 1",vote,głosować,dictionary_steenbergen,any,latin_learned__claude,votare,,,
kwadrat,m,square,kwadrat,dictionary_steenbergen,any,latin_learned__claude,quadratum,,,
filharmonia,f. I,philharmony,filharmonia,dictionary_steenbergen,any,latin_learned__claude,philharmoniam,,,
fontan,m,fountain,fontanna,dictionary_steenbergen,any,latin_learned__claude,fontanam,,,
foto,n,photo,"zdjęcie, foto",dictionary_steenbergen,any,latin_learned__claude,photographiam,,,
hormon,m,hormon,hormon,dictionary_steenbergen,any,latin_learned__claude,hormonem,,,
horyzont,m,horizon,horyzont,dictionary_steenbergen,any,latin_learned__claude,horizontem,,,
narkotyk,n,drug,narkotyk,dictionary_steenbergen,any,latin_learned__claude,narcoticum,,,
narkotyzar,"v, 1",drug,narkotyzować,dictionary_steenbergen,any,latin_learned__claude,narcotizare,,,
rewoluconarz,m,revolutionary,rewolucjonista,dictionary_steenbergen,any,latin_learned__claude,revolutionarium,,,
rezerwar,"v, 1",reserve,rezerwować,dictionary_steenbergen,any,latin_learned__claude,reservare,,,
rezultat,m,result,rezultat,dictionary_steenbergen,any,latin_learned__claude,resultatum,,,
sekunda,f. I,second,sekunda,dictionary_steenbergen,any,latin_learned__claude,secundam,,,
senat,m,senate,senat,dictionary_steenbergen,any,latin_learned__claude,senatum,,,
kompas,m,compass,kompas,dictionary_steenbergen,any,latin_learned__claude,compassum,,,
komunikar,"v, 1",communicate,komunikować,dictionary_steenbergen,any,latin_learned__claude,communicare,,,
kontrolar,"v, 2",control,kontrolować,dictionary_steenbergen,any,latin_learned__claude,controllare,,,
monarch,m,monarch,monarch,dictionary_steenbergen,any,latin_learned__claude,monarcham,,,
lojaltać,f. III,loyalty,lojalność,dictionary_steenbergen,any,latin_learned__claude,lealitatem,,,
solidarzy,adj,solidary,solidarny,dictionary_steenbergen,any,latin_learned__claude,solidarium + is,,,
geniusz,m,genius,geniusz,dictionary_steenbergen,any,latin_learned__claude,genium,,,
firma,f. I,firm,firma,dictionary_steenbergen,any,latin_learned__claude,firmam,,,
finier,"v, 5",finish,kończyć,dictionary_steenbergen,any,latin_learned__claude,finire,,,
cytar,"v, 1",quote,cytować,dictionary_steenbergen,any,latin_learned__claude,citare,,,
kasar,"v, 1","cancel, annul",kasować,dictionary_steenbergen,any,latin_learned__claude,cassare,,,
awokat,m,"barrister, lawyer","adwokat, mecenas",dictionary_steenbergen,any,latin_inherited__claude,advocatum,,,
ażęca,f. I,agency,agencja,dictionary_steenbergen,any,latin_inherited__claude,agentiam,,,
bil,f. III,gall,żółć,dictionary_steenbergen,any,latin_inherited__claude,bilem,,,
bowina,f. I,bovine meat,wołowina,dictionary_steenbergen,any,latin_inherited__claude,bovinam,,,
bożan,m,pheasant,bażant,dictionary_steenbergen,any,latin_inherited__claude,phasianum,,,
"bów, bowie",m,"cow, ox, bull",wół,dictionary_steenbergen,any,latin_inherited__claude,bovem,,,
"bracze, -ar",f. pl.,"trousers, pants",spodnie,dictionary_steenbergen,any,latin_inherited__claude,braccas,,,
brzewi,adj,short,krótki,dictionary_steenbergen,any,latin_inherited__claude,brevem + is,,,
"cemię, -tu","n. -mię, -miętu",cement,cement,dictionary_steenbergen,any,latin_inherited__claude,caementum,,,
cienia,f. I,moth,ćma,dictionary_steenbergen,any,latin_inherited__claude,tineam,,,
cięta,f. I,tent,namiot,dictionary_steenbergen,any,latin_inherited__claude,tentam,,,
cyrk,n,circus,cyrk,dictionary_steenbergen,any,latin_inherited__claude,circum,,,
daceń,f. III,"food, meal, dish",danie,dictionary_steenbergen,any,latin_inherited__claude,dationem,,,
deskars,m,speech,przemówienie,dictionary_steenbergen,any,latin_inherited__claude,discursum,,,
doza,f. I,dosis,"dawka, doza",dictionary_steenbergen,any,latin_inherited__claude,dosim,,,
dros,n,back,plecy,dictionary_steenbergen,any,latin_inherited__claude,dorsum,,,
dupiełkar,"v, 1",double,podwajać,dictionary_steenbergen,any,latin_inherited__claude,duplicare,,,
dzej: dzej bony!,intj,good day!,dzień dobry,dictionary_steenbergen,any,latin_inherited__claude,diem,,,
dzejarz,m,diary,dziennik,dictionary_steenbergen,any,latin_inherited__claude,diarium,,,
dziconarz,m,dictionary,słownik,dictionary_steenbergen,any,latin_inherited__claude,dictionarium,,,
dzie,prep +2,"about, from",o,dictionary_steenbergen,any,latin_inherited__claude,de,,,
dzieczębierz,m,December,grudzień,dictionary_steenbergen,any,latin_inherited__claude,Decembrem,,,
dziedzikaty,adj,dedicated,poświęcony,dictionary_steenbergen,any,latin_inherited__claude,dedicatum + is,,,
dziekadzier,"v, 7",fall down,"odpadać, opadać",dictionary_steenbergen,any,latin_inherited__claude,decadere,,,
dziekłarar,"v, 1",declare,deklarować,dictionary_steenbergen,any,latin_inherited__claude,declarare,,,
dziemnier,"v, 7",diminish,zmniejszyć,dictionary_steenbergen,any,latin_inherited__claude,diminuere,,,
dzienarz,m,"penny, denarius",denariusz,dictionary_steenbergen,ill_bethisad?,latin_inherited__claude,denarium,,,
dzieparcier,"v, 5",divide,podzielić,dictionary_steenbergen,any,latin_inherited__claude,departire,,,
dziepiędzięci,adj,dependent,zależny,dictionary_steenbergen,any,latin_inherited__claude,dependentem + is,,,
dzieskrzywier (perf. -skrzypszy),"v, 7",describe,opisywać,dictionary_steenbergen,any,latin_inherited__claude,describere,,,
"dzieszyderz, -drze",n,desire,pragnienie,dictionary_steenbergen,any,latin_inherited__claude,desiderium,,,
dzieśpiorar,"v, 1",despair,rozpaczyć,dictionary_steenbergen,any,latin_inherited__claude,desperare,,,
dzieśrewar,"v, 1",deserve,zasługiwać,dictionary_steenbergen,any,latin_inherited__claude,deservire,,,
dzietniar,v. irr.,"detain, keep in custody, arrest","zatrzymywać, aresztować",dictionary_steenbergen,any,latin_inherited__claude,detinere,,,
dzileżer,"v, 7",choose,wybierać,dictionary_steenbergen,any,latin_inherited__claude,dilegere,,,
"dwu, dwie, dwa",num,two,dwa,dictionary_steenbergen,any,latin_inherited__claude,duos,,,
dyczer,"v, 7",lead,prowadzić,dictionary_steenbergen,any,latin_inherited__claude,ducere,,,
emprotar,"v, 1",carry in; concern,wnosić; obchodzić,dictionary_steenbergen,any,latin_inherited__claude,importare,,,
farczała,f. I,fork,widelec,dictionary_steenbergen,any,latin_inherited__claude,furculam,,,
farka,f. I,pitchfork,widły,dictionary_steenbergen,any,latin_inherited__claude,furcam,,,
ferzuzy,adj,furious,wściekły,dictionary_steenbergen,any,latin_inherited__claude,furiosum + is,,,
fęciły,adj,futile,błahy,dictionary_steenbergen,any,latin_inherited__claude,futilem + is,,,
fędzier (perf. fądszy),"v, 7",pour,"lać, nalewać",dictionary_steenbergen,any,latin_inherited__claude,fundere,,,
fęteł,m,"little one, baby",maluch,dictionary_steenbergen,any,latin_inherited__claude,fetulum,,,
fiebrarz,m,February,luty,dictionary_steenbergen,any,latin_inherited__claude,Februarium,,,
fiebrz,f. III,fever,gorączka,dictionary_steenbergen,any,latin_inherited__claude,febrem,,,
fiedzioły,adj,faithful,wierny,dictionary_steenbergen,any,latin_inherited__claude,fidelem + is,,,
"fiel, -e",n,gall,żółć,dictionary_steenbergen,any,latin_inherited__claude,fellem,,,
fieńkieł,n,fennel,fenkuł,dictionary_steenbergen,any,latin_inherited__claude,faeniculum,,,
fierzer,"v, 5",hit,trafić,dictionary_steenbergen,any,latin_inherited__claude,ferire,,,
fierzmy,adj,tight,mocny,dictionary_steenbergen,any,latin_inherited__claude,firmum + is,,,
fiędzier,"v, 7",split,przepołowić,dictionary_steenbergen,any,latin_inherited__claude,findere,,,
fiężer,"v, 7",invent,wynajdować,dictionary_steenbergen,any,latin_inherited__claude,fingere,,,
finalemięć,adv,at last,"nareszcie, wreszcie, na końcu",dictionary_steenbergen,any,latin_inherited__claude,finalem + mente,,,
frażyły,adj,fragile,"kruchy, wątły",dictionary_steenbergen,any,latin_inherited__claude,fragilem + is,,,
fryc,m,fruit,owoc,dictionary_steenbergen,any,latin_inherited__claude,fructum,,,
fucz,f. III,throat,gardło,dictionary_steenbergen,any,latin_inherited__claude,faucem,,,
fur,n,market,"rynek, bazar",dictionary_steenbergen,any,latin_inherited__claude,forum,,,
fym,m,smoke,dym,dictionary_steenbergen,any,latin_inherited__claude,fumum,,,
fymar,"v, 1",smoke,palić,dictionary_steenbergen,any,latin_inherited__claude,fumare,,,
fyść,m,stick,kij,dictionary_steenbergen,any,latin_inherited__claude,fustem,,,
fyżer,"v, 5","escape, flee",uciekać,dictionary_steenbergen,any,latin_inherited__claude,fugere,,,
grad,m,step,krok,dictionary_steenbergen,any,latin_inherited__claude,gradum,,,
gust,m,taste,smak,dictionary_steenbergen,any,latin_inherited__claude,gustum,,,
gustar,"v, 1",taste,"próbować, smakować",dictionary_steenbergen,any,latin_inherited__claude,gustare,,,
jał,n,frost,mróz,dictionary_steenbergen,any,latin_inherited__claude,gelu,,,
jałar,"v, 1",freeze,zamrażać,dictionary_steenbergen,any,latin_inherited__claude,gelare,,,
janielica,f. I,angel (fem.),anielica,dictionary_steenbergen,any,latin_inherited__claude,angelicam,,,
janielki,adj,"angel-like, angel's",anielski,dictionary_steenbergen,any,latin_inherited__claude,angelicum + is,,,
janiół,m,angel,aniół,dictionary_steenbergen,any,latin_inherited__claude,angelum,,,
jarć,f. III,art,sztuka,dictionary_steenbergen,any,latin_inherited__claude,artem,,,
jardziar,"v, 4",burn,"palić, płonąć",dictionary_steenbergen,any,latin_inherited__claude,ardere,,,
jardzięci,adj,"burning, ardent, fiery, passionate","żarliwy, płomienny",dictionary_steenbergen,any,latin_inherited__claude,ardentem + is,,,
jarek,m,"arc, bow",łuk,dictionary_steenbergen,any,latin_inherited__claude,arcum,,,
jarmar,"v, 1",arm,obronić,dictionary_steenbergen,any,latin_inherited__claude,armare,,,
jarmatera,f. I,"armour, armament",zbroja,dictionary_steenbergen,any,latin_inherited__claude,armaturam,,,
jarz,m,"air, sky",powietrze,dictionary_steenbergen,any,latin_inherited__claude,aerem,,,
"jatramię, -tu","n. -mię, -miętu",ink,atrament,dictionary_steenbergen,any,latin_inherited__claude,atramentum,,,
jazen,m,"ass, donkey",osioł,dictionary_steenbergen,any,latin_inherited__claude,asinum,,,
jągusty,adj,narrow,wąski,dictionary_steenbergen,any,latin_inherited__claude,angustum + is,,,
jąguszcza,f. I,"strait, narrow passage",cieśnina,dictionary_steenbergen,any,latin_inherited__claude,angustiam,,,
jążer,"v, 7","join, connect","łączyć, połączyć",dictionary_steenbergen,any,latin_inherited__claude,iungere,,,
jenia,f. I,soul,dusza,dictionary_steenbergen,any,latin_inherited__claude,animam,,,
jemar,"v, 1",love,kochać,dictionary_steenbergen,any,latin_inherited__claude,amare,,,
jemabły,adj,loveable,"miły, godny miłości",dictionary_steenbergen,any,latin_inherited__claude,amabilem + is,,,
jewiętyć,f. III,youth,młodzież,dictionary_steenbergen,any,latin_inherited__claude,iuventutem,,,
jewitar,"v, 1",avoid,unikać,dictionary_steenbergen,any,latin_inherited__claude,evitare,,,
jewni,adj,young,młody,dictionary_steenbergen,any,latin_inherited__claude,iuvenem + is,,,
judkar,"v, 1",judge,osądzać,dictionary_steenbergen,any,latin_inherited__claude,iudicare,,,
judziecz,m,judge,sędzia,dictionary_steenbergen,any,latin_inherited__claude,iudicem,,,
jukędy,adj,pleasant,przyjemny,dictionary_steenbergen,any,latin_inherited__claude,iucundum + is,,,
jul,m,July,lipiec,dictionary_steenbergen,any,latin_inherited__claude,Iulium,,,
juń,m,June,czerwiec,dictionary_steenbergen,any,latin_inherited__claude,Iunium,,,
kalkułar,"v, 1",count,"liczyć, obliczyć",dictionary_steenbergen,any,latin_inherited__claude,calculare,,,
"kapiteł, -tłu",n,chapter,"rozdział, nagłówek",dictionary_steenbergen,any,latin_inherited__claude,capitulum,,,
kęblar,"v, 2",change,zmieniać,dictionary_steenbergen,any,latin_inherited__claude,cambiare,,,
kębra,f. I,room,pokój,dictionary_steenbergen,any,latin_inherited__claude,cameram,,,
"klinamię, -mnie","n. III -mię, -mnie","tendency, bending",skłonność,dictionary_steenbergen,any,latin_inherited__claude,clinamen,,,
klinar sie,"v, 1",tend,skłaniać się,dictionary_steenbergen,any,latin_inherited__claude,clinare,,,
klinaty,adj,bended,"zgięty, wygięty",dictionary_steenbergen,any,latin_inherited__claude,clinatum + is,,,
kokwier,"v, 7",cook,gotować,dictionary_steenbergen,any,latin_inherited__claude,coquere,,,
kolędarz,n,"calendar, agenda",kalendarz,dictionary_steenbergen,any,latin_inherited__claude,calendarium,,,
kołbra,f. I,snake,wąż,dictionary_steenbergen,any,latin_inherited__claude,colubram,,,
koruna,f. I,crown,korona,dictionary_steenbergen,any,latin_inherited__claude,coronam,,,
kosta,f. I,side,strona,dictionary_steenbergen,any,latin_inherited__claude,costam,,,
kostania,f. I,chestnut,kasztan,dictionary_steenbergen,any,latin_inherited__claude,castaneam,,,
kostani,adj,brown (dark),(ciemno-)brązowy,dictionary_steenbergen,any,latin_inherited__claude,castaneum + is,,,
kostar,"v, 1",cost,kosztować,dictionary_steenbergen,any,latin_inherited__claude,costare,,,
kotamnar,"v, 1",contaminate,zarażać,dictionary_steenbergen,any,latin_inherited__claude,contaminare,,,
kotrar,v. irr.,"draw together, contract","ściągać, kurczyć",dictionary_steenbergen,any,latin_inherited__claude,contrahere,,,
"krzymię, -mnie","n. III -mię, -mnie",crime,zbrodnia,dictionary_steenbergen,any,latin_inherited__claude,crimen,,,
kupa,f. I,cup,kubek,dictionary_steenbergen,any,latin_inherited__claude,cupam,,,
kwaltać,f. III,quality,jakość,dictionary_steenbergen,any,latin_inherited__claude,qualitatem,,,
kwierzer (1. kwiaru),"v, 7","ask, request","pytać, prosić",dictionary_steenbergen,any,latin_inherited__claude,quaerere,,,
legaceń,f. III,alloy,stop,dictionary_steenbergen,any,latin_inherited__claude,ligationem,,,
lekidy,adj,liquid,płynny,dictionary_steenbergen,any,latin_inherited__claude,liquidum + is,,,
leni,adj,"soft, weak",łagodny,dictionary_steenbergen,any,latin_inherited__claude,lenem + is,,,
lewa,f. I,left,lewo,dictionary_steenbergen,any,latin_inherited__claude,laevam,,,
lewar,"v, 1","relieve, raise, erect",podnosić,dictionary_steenbergen,any,latin_inherited__claude,levare,,,
lewy,adj,left,lewy,dictionary_steenbergen,any,latin_inherited__claude,laevum + is,,,
libra,f. I,pound,funt,dictionary_steenbergen,any,latin_inherited__claude,libram,,,
librarza,f. I,bookshop,księgarnia,dictionary_steenbergen,any,latin_inherited__claude,librariam,,,
lubier,"v, 5",like,lubić,dictionary_steenbergen,any,latin_inherited__claude,lubere,,,
"łab, -ie",n,lip,warga,dictionary_steenbergen,any,latin_inherited__claude,labium,,,
łaczrar,"v, 1","rip, tear",rwać,dictionary_steenbergen,any,latin_inherited__claude,lacerare,,,
łak,m,lake,jezioro,dictionary_steenbergen,any,latin_inherited__claude,lacum,,,
łętrzona,f. I,lantern,latarka,dictionary_steenbergen,any,latin_inherited__claude,lanternam,,,
łotruń,m,hustler,łobuz,dictionary_steenbergen,any,latin_inherited__claude,latronem,,,
łotrzata,f. I,lizard,jaszczórka,dictionary_steenbergen,any,latin_inherited__claude,lacertam,,,
łuca,f. I,struggle,walka,dictionary_steenbergen,any,latin_inherited__claude,luctam,,,
łucar,"v, 2","fight, battle",walczyć,dictionary_steenbergen,any,latin_inherited__claude,luctare,,,
łucatórz,m,warrior,wojownik,dictionary_steenbergen,any,latin_inherited__claude,luctatorem,,,
łukier,n,profit,zysk,dictionary_steenbergen,any,latin_inherited__claude,lucrum,,,
łyczar,"v, 4",shine,świecić,dictionary_steenbergen,any,latin_inherited__claude,lucere,,,
łydzier sie,"v, 7","be mistaken, be wrong",mylić się,dictionary_steenbergen,any,latin_inherited__claude,ludere,,,
"łymię, -mnie","n. III -mię, -mnie",light,światło,dictionary_steenbergen,any,latin_inherited__claude,lumen,,,
łyna,f. I,moon,księżyc,dictionary_steenbergen,any,latin_inherited__claude,lunam,,,
łyńdzej,m,Monday,poniedziałek,dictionary_steenbergen,any,latin_inherited__claude,lunam + diem,,,
łysruzy,adj,luxurious,luksusowy,dictionary_steenbergen,any,latin_inherited__claude,luxuriosum + is,,,
łyt,n,mud,błoto,dictionary_steenbergen,any,latin_inherited__claude,lutum,,,
maldziczer,"v, 7",slander,"szkalować, wypowiadać oszczerstwa",dictionary_steenbergen,any,latin_inherited__claude,maledicere,,,
maltrocar,"v, 1",maltreat,maltretować,dictionary_steenbergen,any,french__claude,maltraiter,,,
marć,m,March,marzec,dictionary_steenbergen,any,latin_inherited__claude,martium,,,
mardzej,m,Tuesday,wtorek,dictionary_steenbergen,any,latin_inherited__claude,martis + diem,,,
"marmr, -mrze","n. III -r, -rze",marble,marmur,dictionary_steenbergen,any,latin_inherited__claude,marmor,,,
marmurar,"v, 1",mutter,"mruczeć, mamrotać",dictionary_steenbergen,any,latin_inherited__claude,murmurare,,,
marnarz,m,sailor,marynarz,dictionary_steenbergen,any,latin_inherited__claude,marinarium,,,
masa,f. I,mass,masa,dictionary_steenbergen,any,latin_learned__claude,massam,,,
masakra,f. I,massacre,masakra,dictionary_steenbergen,any,french__claude,massacre,,,
masakrar,"v, 1",massacre,masakrować,dictionary_steenbergen,any,french__claude,massacrer,,,
maszyna,f. I,machine,maszyna,dictionary_steenbergen,any,french__claude,machine,,,
mecz,m,"game, match","mecz, zawód, wyścigi",dictionary_steenbergen,any,english__claude,match,,,
melon,m,melon,melon,dictionary_steenbergen,any,latin_learned__claude,melonem,,,
mer,m,wall,"mur, ściana",dictionary_steenbergen,any,latin_inherited__claude,murum,,,
metał,n,metal,metal,dictionary_steenbergen,any,latin_inherited__claude,metallum,,,
miadczyna,f. I,medicine,lekarstwo,dictionary_steenbergen,any,latin_inherited__claude,medicinam,,,
miadła,f. I,marrow,szpik,dictionary_steenbergen,any,latin_inherited__claude,medullam,,,
miarła,f. I,blackbird,kos,dictionary_steenbergen,any,latin_inherited__claude,merulam,,,
miastr,m,master,mistrz,dictionary_steenbergen,any,latin_inherited__claude,magistrum,,,
miastrały,adj,masterly,mistrzowski,dictionary_steenbergen,any,latin_inherited__claude,magistralem + is,,,
miedzekrzy,adj,mediocre,mierny,dictionary_steenbergen,any,latin_inherited__claude,mediocrem + is,,,
miel,adv,better,lepiej,dictionary_steenbergen,any,latin_inherited__claude,melius,,,
miemorza,f. I,memory,wspomnienie,dictionary_steenbergen,any,latin_inherited__claude,memoriam,,,
miemorzer,"v, 5",remember,pamiętać,dictionary_steenbergen,any,latin_inherited__claude,memorare,,,
mierakłuzy,adj,"wonderful, miraculous","cudowny, cudny",dictionary_steenbergen,any,latin_inherited__claude,miraculosum + is,,,
miębr,n,member,członek,dictionary_steenbergen,any,latin_inherited__claude,membrum,,,
mięcier,"v, 5",lie,kłamać,dictionary_steenbergen,any,latin_inherited__claude,mentire,,,
mięć,f. III,spirit,"duch, umysł, dusza",dictionary_steenbergen,any,latin_inherited__claude,mentem,,,
międzik,m,beggar,żebrak,dictionary_steenbergen,any,latin_inherited__claude,mendicum,,,
międzikar,"v, 1",beg,żebrać,dictionary_steenbergen,any,latin_inherited__claude,mendicare,,,
miętały,adj,spiritual,duchowy,dictionary_steenbergen,any,latin_inherited__claude,mentalem + is,,,
mila,f. I,mile,mila,dictionary_steenbergen,any,latin_learned__claude,miliam,,,
mileć,m,"military man, soldier","wojskowy, żołnierz",dictionary_steenbergen,any,latin_inherited__claude,militem,,,
mileń,n,millennium,milenium,dictionary_steenbergen,any,latin_learned__claude,millennium,,,
miszeń,f. III,mission,misja,dictionary_steenbergen,any,latin_inherited__claude,missionem,,,
miścierz,n,mystery,zagadka,dictionary_steenbergen,any,latin_learned__claude,mysterium,,,
miścierzuzy,adj,mysterious,tajemniczy,dictionary_steenbergen,any,latin_learned__claude,mysteriosum + is,,,
