lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
fort,m,fortress,"forteca, twierdza",dictionary_steenbergen,any,latin_inherited__claude,fortem,,,CLAUDE: noun use of Latin fortis = strong; fortress
frekwięci,adj,frequent,częsty,dictionary_steenbergen,any,latin_learned__claude,frequentem + is,,,
frętały,adj,front,przedni,dictionary_steenbergen,any,latin_learned__claude,frontalem + is,,,
fugar,"v, 1","expel, chase away",wyganiać,dictionary_steenbergen,any,latin_inherited__claude,fugare,,,
fuzgar,"v, 1","cudgel, beat with a stick",pobijać pałką,dictionary_steenbergen,any,latin_inherited__claude,fustigare,,,"CLAUDE: Latin fustigare = to cudgel, beat with a stick; fustis = stick"
fymiar  (dial.),"v, 1",smoke,palić,dictionary_steenbergen,any,latin_inherited__claude,fumare,,,CLAUDE: Latin fumare = to smoke; fumus = smoke
fódz,m,excavation,nora,dictionary_steenbergen,any,latin_inherited__claude,fodinam,,,"CLAUDE: Latin fodina = mine, excavation, from fodere = to dig"
"fąd, fędu",n,depth,"głąb, głębia",dictionary_steenbergen,any,latin_inherited__claude,fundum,,,"CLAUDE: Latin fundus = bottom, depth"
graficy,adj,graphical,graficzny,dictionary_steenbergen,any,latin_learned__claude,graphicum + is,,,
halożen,n,halogen,halogen,dictionary_steenbergen,any,latin_learned__claude,halogenum,,,"CLAUDE: Neo-Latin, from Greek halos + gennao"
interes,m,"cause, interest",interes,dictionary_steenbergen,any,latin_learned__claude,inter + esse,,,"CLAUDE: Latin inter esse = to be between, concern"
jałtydzień,f,height,wysokość,dictionary_steenbergen,any,latin_inherited__claude,altitudinem,,,CLAUDE: Latin altitudo; initial a- > jał- in Wenedyk
jekuniny,adj,female,kobiecy,dictionary_steenbergen,any,latin_inherited__claude,femininum + is,,,CLAUDE: Latin femininum; initial f- > j- in Wenedyk via labial shift in this position
jeleceń,f,election,wybór,dictionary_steenbergen,any,latin_inherited__claude,electionem,,,CLAUDE: ex- + legere > electio; initial e- > je-
jelkód,pron.ind.,something,coś,dictionary_steenbergen,any,latin_inherited__claude,aliquod,,,CLAUDE: Latin aliquod = something
jematórz,m,lover,kochanek,dictionary_steenbergen,any,latin_inherited__claude,amatorem,,,CLAUDE: initial a- > je- in Wenedyk
jesaler,"v, 6",jump out,wyskakiwać,dictionary_steenbergen,any,latin_inherited__claude,ex- + salire,,,
jesoniaty,adj,ideal,wymarzony,dictionary_steenbergen,any,latin_learned__claude,ideale + is,,,CLAUDE: Latin idealis; initial i- > jes-
jeszczepceń,f,exception,wyjątek,dictionary_steenbergen,any,latin_learned__claude,ex- +ceptionem,,,
jeśpierzer,"v, 5",experience,doświadczyć,dictionary_steenbergen,any,latin_learned__claude,ex- + periri,,,"CLAUDE: experiri = to try, experience"
jogurt,m,yoghurt,jogurt,dictionary_steenbergen,any,turkish__claude,yoğurt,,,
jętrzortać,f,past,przeszłość,dictionary_steenbergen,any,latin_inherited__claude,praeteritam,,,CLAUDE: Latin praeteritum = past; praeter + ire
kadlesyn,m,son-of-a-bitch,sukinsyn,dictionary_steenbergen,any,latin_inherited__claude,catellam + filium,,,CLAUDE: Wenedyk kadła + syn = bitch + son
kadła,f. I,bitch,suka,dictionary_steenbergen,any,latin_inherited__claude,catellam,,,CLAUDE: Latin catella = small bitch (dim. of catula)
klawisz,m,key (on a keyboard),klawisz,dictionary_steenbergen,any,latin_learned__claude,clavem,,,CLAUDE: Latin clavis = key; clavem > klawisz
kocięwu,adv,continuously,ciągle,dictionary_steenbergen,any,latin_inherited__claude,continue,,,CLAUDE: Latin continue = continuously (adverb of continuus)
komlar,"v, 2",say goodbye,żegnać,dictionary_steenbergen,any,latin_inherited__claude,commendare,,,"CLAUDE: Latin commendare = to commend, entrust; commendare se = to take leave"
"komponię, -tu","n. -mię, -miętu",component,składnik,dictionary_steenbergen,any,latin_learned__claude,componentum,,,CLAUDE: Latin componens/componentem; com- + ponere
kompozytórz,m,composer,kompozytor,dictionary_steenbergen,any,latin_learned__claude,compositorem,,,CLAUDE: Latin compositor = one who composes; com- + positus
komód,adv,"how, as, like",jak,dictionary_steenbergen,any,latin_inherited__claude,quomodo,,,"CLAUDE: Latin quomodo = in what way, how"
konfrontar,"v, 1",confront,konfrontować,dictionary_steenbergen,any,latin_learned__claude,confrontare,,,
kongres,m,congress,kongres,dictionary_steenbergen,any,latin_learned__claude,congressum,,,
koniecar,"v, 2",connect,połączać,dictionary_steenbergen,any,latin_inherited__claude,con- + iungere,,,CLAUDE: coniungere = to join; iungere + con-
kontrabas,m,double bass,kontrabas,dictionary_steenbergen,any,"latin_learned, italian__claude",contra + bassum,,,CLAUDE: Italian contrabasso; contra (Lat.) + basso (It. from Lat. bassum)
koracuzy,adj,courageous,odważny,dictionary_steenbergen,any,latin_learned__claude,coragiōsum + is,,,CLAUDE: Old French corage < Latin cor = heart; learned form
korżer,"v, 7",correct,poprawiać,dictionary_steenbergen,any,latin_learned__claude,corrigere,,,
kosięcier (perf. kosiąszy),"v, 5",agree,zgadzać się,dictionary_steenbergen,any,latin_inherited__claude,consentire,,,"CLAUDE: Latin consentire = to agree, consent"
krucz,f,cross,krzyż,dictionary_steenbergen,any,latin_inherited__claude,crucem,,,
kruczewkar,"v, 1",crucify,ukrzyżować,dictionary_steenbergen,any,latin_inherited__claude,crucem + -ficare,,,CLAUDE: crucificare; crucem + ficare
krzejar,"v, 2",create,stwarzać,dictionary_steenbergen,any,latin_inherited__claude,creare,,,
kórz,n,leather,skóra,dictionary_steenbergen,any,latin_inherited__claude,corium,,,"CLAUDE: Latin corium = hide, leather, skin"
"kędzimię, -tu","n. -mię, -miętu",spice,przyprawa,dictionary_steenbergen,any,latin_learned__claude,condimentum,,,"CLAUDE: Latin condimentum = spice, seasoning"
kętrocar,"v, 1",counteract,przeciwdziałać,dictionary_steenbergen,any,latin_learned__claude,contra + agere,,,CLAUDE: counteract; contra + agere
lewi,adj,light,lekki,dictionary_steenbergen,any,latin_inherited__claude,levem + is,,,
leżer,"v, 7",read,czytać,dictionary_steenbergen,any,latin_inherited__claude,legere,,,"CLAUDE: Latin legere = to read, gather"
liwraceń,f,liberation,wyzwolenie,dictionary_steenbergen,any,latin_inherited__claude,liberationem,,,
liwrar,"v, 1",liberate,uwolnić,dictionary_steenbergen,any,latin_inherited__claude,liberare,,,
małgra,prep +3,in spite of,"wbrew, pomimo",dictionary_steenbergen,any,latin_inherited__claude,mal + gratum,,,CLAUDE: Latin male + gratum = badly pleasing; in spite of
miegrar,"v, 1",migrate,wędrować,dictionary_steenbergen,any,latin_learned__claude,migrare,,,
mierzyt,n,merit,zasługa,dictionary_steenbergen,any,latin_learned__claude,meritum,,,
mieź,f,month,miesiąc,dictionary_steenbergen,any,latin_inherited__claude,mensem,,,CLAUDE: Latin mensis = month
mila: mila wenedka,f. I,Venedic mile (8634 m),mila wenedzka (8634 m),dictionary_steenbergen,ill_bethisad,latin_inherited__claude,miliam,,,CLAUDE: Latin milia (passuum) = thousand (paces); mile
mizrabły,adj,miserable,żałosny,dictionary_steenbergen,any,latin_learned__claude,miserabilem + is,,,
molaca,f. I,disease,choroba,dictionary_steenbergen,any,latin_inherited__claude,molestiam,,,"CLAUDE: Latin molestia = trouble, annoyance; semantic shift to disease"
moszkieł,m. II animate,man,mężczyzna,dictionary_steenbergen,any,latin_inherited__claude,masculinum,,,CLAUDE: Latin masculus/masculinum = male; masculum > moszkieł
motrzeńtać,f,motherhood,macierzyństwo,dictionary_steenbergen,any,latin_inherited__claude,maternitatem,,,CLAUDE: Latin maternitas = motherhood
motyw,n,motive,"motyw, bodziec",dictionary_steenbergen,any,latin_learned__claude,motivum,,,"CLAUDE: Medieval Latin motivum, from movere"
mrotalnik,m,mortal,śmiertelnik,dictionary_steenbergen,any,latin_inherited__claude,mortalem,,,CLAUDE: mortalem + -nik (agent suffix); one who is mortal
mustrar: mustrar sie,"v, 1",turn out,okazać się,dictionary_steenbergen,any,latin_learned__claude,monstrare,,,"CLAUDE: Latin monstrare = to show, demonstrate; monstrare se = to show oneself, turn out"
męciół,n,coat,płaszcz,dictionary_steenbergen,any,latin_inherited__claude,mantelium,,,"CLAUDE: Latin mantellum/mantelium = cloak, mantle"
niefierzemtać,f,weakness,słabość,dictionary_steenbergen,any,latin_inherited__claude,infirmitatem,,,CLAUDE: Latin infirmitas = weakness; in- + firmus
niejenąć,adv,the other day,niedawno,dictionary_steenbergen,any,latin_inherited__claude,nuper + natum,,,CLAUDE: Latin nuper = recently; or nunc iam natum = just now born; adv.
nębier: nębier telefonicy,,telephone number,numer telefonu,dictionary_steenbergen,any,latin_learned__claude,numerum,,,CLAUDE: Latin numerus = number
o: o męcie,adv,upstairs,na górze,dictionary_steenbergen,any,latin_inherited__claude,ad + montem,,,CLAUDE: Latin ad montem = to/at the hill; upstairs
obocier sie,"v, 7","hit itself against something, bump, crash",obijać,dictionary_steenbergen,any,latin_inherited__claude,ob- + offendere,,,CLAUDE: Latin ob + offendere = to hit against; ob- + offend- > oboc-
obrzewlaceń,f,abbreviation,skrót,dictionary_steenbergen,any,latin_learned__claude,abbreviationem,,,"CLAUDE: Latin abbreviatio = shortening, abbreviation"
obój,m,oboe,obój,dictionary_steenbergen,any,french__claude,hautbois,,,CLAUDE: French hautbois = oboe; haut (high) + bois (wood)
odar,"v, irr.",add,dodawać,dictionary_steenbergen,any,latin_inherited__claude,ad- + dare,,,CLAUDE: Latin addere = to add; ad- + dare
okąt,m,account,rachuba,dictionary_steenbergen,any,latin_inherited__claude,computum,,,"CLAUDE: Latin computus/computum = reckoning, account; com- + putare"
opceń,f,option,opcja,dictionary_steenbergen,any,latin_learned__claude,optionem,,,"CLAUDE: Latin optio = choice, option"
oprotar,"v, 1",bring,przynosić,dictionary_steenbergen,any,latin_inherited__claude,apportare,,,CLAUDE: Latin apportare = to bring to; ad- + portare
oprośmar,"v, 1",approach,"podchodzić, nadchodzić",dictionary_steenbergen,any,latin_inherited__claude,ad- + proximare,,,CLAUDE: Latin approximare = to approach
ortodoks,m,orthodox,prawosławny,dictionary_steenbergen,any,latin_learned__claude,orthodoxum,,,CLAUDE: from Greek orthodoxos via Latin
ortodoksyzm,m,orthodoxy,prawosławie,dictionary_steenbergen,any,latin_learned__claude,orthodoxismum,,,CLAUDE: Neo-Latin orthodoxismus
osiła,f. I,armpit,pacha,dictionary_steenbergen,any,latin_inherited__claude,axillam,,,CLAUDE: Latin axilla = armpit (diminutive of ala = wing)
ośpieczer,"v, 7","watch, look at","oglądać, przyglądać się",dictionary_steenbergen,any,latin_inherited__claude,ob- + specere,,,CLAUDE: Latin ob- + specere = to look at; observare / obspicere
pasiwy,adj,passive,"bierny, pasywny",dictionary_steenbergen,any,latin_learned__claude,passivum + is,,,
pesymista,m. I,pessimist,pesymista,dictionary_steenbergen,any,latin_learned__claude,pessimistam,,,"CLAUDE: Neo-Latin pessimista, from pessimus"
piaduń,m,pedestrian,pieszy,dictionary_steenbergen,any,latin_inherited__claude,peditem,,,"CLAUDE: Latin pedes/peditem = foot-soldier, pedestrian; ped- = foot"
pieszkatórz,m,fisher,rybak,dictionary_steenbergen,any,latin_inherited__claude,piscatorem,,,CLAUDE: Latin piscator = fisherman
piona,f. I,effort,wysiłek,dictionary_steenbergen,any,latin_inherited__claude,poenam,,,"CLAUDE: Latin poena = pain, penalty, effort; semantic shift to effort/exertion"
plastycy,adj,plastic,plastyczny,dictionary_steenbergen,any,latin_learned__claude,plasticum + is,,,CLAUDE: from Greek plastikos via Latin
prasa,f. I,press,prasa,dictionary_steenbergen,any,latin_inherited__claude,pressam,,,CLAUDE: Latin pressa/pressare = press; pressam > prasa
procedura,f. I,procedure,procedura,dictionary_steenbergen,any,latin_learned__claude,proceduram,,,
profesórz,m,professor,profesor,dictionary_steenbergen,any,latin_learned__claude,professorem,,,
profiec,m,advantage,"zaleta, korzyść",dictionary_steenbergen,any,latin_learned__claude,profectum,,,"CLAUDE: Latin profectus = progress, advantage"
projer,"v, irr.",go ahead,iść naprzód,dictionary_steenbergen,any,latin_inherited__claude,pro- + ire,,,CLAUDE: Latin progredi / pro + ire = to go forward
prokoju,adv,why,dlaczego,dictionary_steenbergen,any,latin_inherited__claude,pro + quo,,,"CLAUDE: Latin pro + qua (causa) = for which (reason), why"
protestant,m,protestant,protestant,dictionary_steenbergen,any,latin_learned__claude,protestantem,,,
protestanty,adj,protestant,protestancki,dictionary_steenbergen,any,latin_learned__claude,protestantem + is,,,
przefidza,f. I,treacherousness,zdradzieckość,dictionary_steenbergen,any,latin_inherited__claude,perfidiam,,,CLAUDE: Latin perfidia = treachery; per- + fides
przekód: przekód nie,,"until, as long as","póki, dopóki nie",dictionary_steenbergen,any,latin_inherited__claude,per + quod,,,"CLAUDE: Latin per + quod = through which, until; conj."
przetekst,m,pretext,pretekst,dictionary_steenbergen,any,latin_learned__claude,praetextum,,,"CLAUDE: Latin praetextum = pretext, pretence"
przotka,f. I,pertica (457.20 cm),"pertica (457,20 cm)",dictionary_steenbergen,any,latin_inherited__claude,perticam,,,"CLAUDE: Latin pertica = pole, perch (unit of length)"
przędź,adv,likewise,tak samo,dictionary_steenbergen,any,latin_inherited__claude,perinde,,,"CLAUDE: Latin perinde = in like manner, likewise"
pukar,"v, 1",knock,pukać,dictionary_steenbergen,any,latin_inherited__claude,pulsare,,,"CLAUDE: Latin pulsare = to beat, knock; frequentative of pellere"
półz,m,knock,"uderzenie, puls",dictionary_steenbergen,any,latin_inherited__claude,pulsum,,,"CLAUDE: Latin pulsus = beat, knock, pulse; from pellere"
realista,m. I,realist,realista,dictionary_steenbergen,any,latin_learned__claude,realistam,,,CLAUDE: Neo-Latin realis + -ista
rodnarzy,adj,"normal, ordinary",zwykły,dictionary_steenbergen,any,latin_inherited__claude,ordinarium + is,,,"CLAUDE: Latin ordinarius = ordinary, normal; ord- > rod- (metathesis)"
roguli,adj,proud,dumny,dictionary_steenbergen,any,latin_inherited__claude,regulim + is,,,CLAUDE: Latin regulus? or from gloria (roguli ~ reguły); uncertain
ruina,f. I,ruin,"ruina, gruzy",dictionary_steenbergen,any,latin_inherited__claude,ruinam,,,
ruta,f. I,way,droga,dictionary_steenbergen,any,latin_inherited__claude,rutam,,,"CLAUDE: Latin ruta/via = way, route"
rzedar,"v, irr.",return,oddawać,dictionary_steenbergen,any,latin_inherited__claude,re- + dare,,,
rzedyczer,"v, 7",lead back; reduce,redukować,dictionary_steenbergen,any,latin_learned__claude,re- + ducere,,,
rzegłarzemięć,adv,regularly,regularnie,dictionary_steenbergen,any,latin_learned__claude,regularmente,,,CLAUDE: Late Latin/Romance regularmente; regulare + mente
rzejęwnier,"v, irr.",find back,odnajdować,dictionary_steenbergen,any,latin_inherited__claude,re- + invenire,,,CLAUDE: Latin reinvenire = to find again; re- + invenire
rzekiełtar,"v, 1",harvest,zbierać żniwo,dictionary_steenbergen,any,latin_inherited__claude,re- + collectare,,,"CLAUDE: Latin recollectare / colligere = to gather, harvest"
rzepotrzar,"v, 2",repatriate,repatriować,dictionary_steenbergen,any,latin_learned__claude,re- + patriare,,,CLAUDE: Latin repatriare = to return to fatherland
rzeprodyceń,f,reproduction,reprodukcja,dictionary_steenbergen,any,latin_learned__claude,re- + productionem,,,
sabotar,"v, 1",sabotage,sabotować,dictionary_steenbergen,any,french__claude,saboter,,,
seriał,m,TV series,serial,dictionary_steenbergen,any,latin_learned__claude,seriale,,,"CLAUDE: Neo-Latin serialis, from series"
sfugar,"v, 1","cast out, expel",wyganiać,dictionary_steenbergen,any,latin_inherited__claude,ex- + fugare,,,
siewiortać,f,severity,surowość,dictionary_steenbergen,any,latin_learned__claude,severitatem,,,"CLAUDE: Latin severitas = strictness, severity"
siodyczer,"v, 7",seduce,"uwodzić, podrywać",dictionary_steenbergen,any,latin_inherited__claude,seducere,,,
siąprz,adv,always,zawsze,dictionary_steenbergen,any,latin_inherited__claude,semper,,,CLAUDE: Latin semper = always
siębieltydzień,f,equality,równość,dictionary_steenbergen,any,latin_inherited__claude,similitudinem,,,"CLAUDE: Latin similitudo = similarity, equality; sibi + similitudinem?"
siępłarzy,adj,exemplary,przykładowy,dictionary_steenbergen,any,latin_inherited__claude,exemplarium + is,,,CLAUDE: Latin exemplarius = serving as example; ex- > się-
"siętmię, -tu","n. -mię, -miętu",feeling,"poczucie, uczucie",dictionary_steenbergen,any,latin_inherited__claude,sentimentum,,,"CLAUDE: Medieval Latin sentimentum, from sentire"
siężyciwtać,f,sensitivity,wrażliwość,dictionary_steenbergen,any,latin_inherited__claude,sensitivitatem,,,"CLAUDE: Medieval Latin sensitivitas, from sentire"
skleża,f. I,church,kościół,dictionary_steenbergen,any,latin_inherited__claude,ecclesiam,,,CLAUDE: Latin ecclesia (from Greek ekklesia); ecl- > skl-
snoryzm,m,snorism,snoryzm,dictionary_steenbergen,ill_bethisad,,,,,CLAUDE: snor- root unidentified; possibly Ill Bethisad-internal formation (snor = endonym for the Wenedyk people?); -yzm from Latin -ismus
soczalizm,n,socialism,socjalizm,dictionary_steenbergen,any,latin_learned__claude,socialismum,,,CLAUDE: Neo-Latin from socialis (Latin socius = companion)
sprot,m,support,"wsparcie, poparcie",dictionary_steenbergen,any,latin_learned__claude,supportum,,,"CLAUDE: Late Latin supportum, from supportare = to support"
stryc,m,ostrich,struś,dictionary_steenbergen,any,latin_learned__claude,struthionem,,,CLAUDE: Latin struthio = ostrich (from Greek strouthos)
szczeleścista,f. I,criminal,przestępca,dictionary_steenbergen,any,latin_inherited__claude,scelerositam,,,"CLAUDE: Latin scelerosus = wicked, criminal; sceleros- + -ista"
szenierz,m,mayor,burmistrz,dictionary_steenbergen,any,latin_inherited__claude,seniorem,,,"CLAUDE: Latin senior = elder, (town) elder; later = mayor"
szer: szer pocie,adv,"maybe, perhaps",być może,dictionary_steenbergen,any,latin_inherited__claude,esse + potest,,,"CLAUDE: Latin esse potest = it may be; szer = essere (be), pocie = potest"
szkułar,"v, 1",flow down,ściekać,dictionary_steenbergen,any,latin_inherited__claude,ex- + colare,,,CLAUDE: Latin excolare = to filter/flow out; col- = to flow
szkłutar,"v, 1",sculpture,rzeźbić,dictionary_steenbergen,any,latin_learned__claude,sculpere,,,"CLAUDE: Latin sculpere = to carve, sculpt"
szpolar sie (jelkoju),"v, 2",get rid of,pozbywać się,dictionary_steenbergen,any,latin_inherited__claude,ex- + polare,,,"CLAUDE: Latin ex- + polus? or ex- + spolium (to despoil, strip); get rid of"
sódz,n,sodium,sód,dictionary_steenbergen,any,latin_learned__claude,sodium,,,CLAUDE: Neo-Latin sodium
talentaty,adj,talented,utalentowany,dictionary_steenbergen,any,latin_learned__claude,talentatum + is,,,CLAUDE: from talentum + -atus
tenor,m,tenor,tenor,dictionary_steenbergen,any,latin_learned__claude,tenorem,,,"CLAUDE: Latin tenor = course, continuity; musical sense from Medieval Latin"
teologia,f. I,theology,teologia,dictionary_steenbergen,any,latin_learned__claude,theologiam,,,CLAUDE: from Greek theologia via Latin
tocharki,adj,Tocharian,tocharski,dictionary_steenbergen,?,latin_learned__claude,Tocharicum + is,,,CLAUDE: Medieval Latin Tocharicus = Tocharian
trzesprzedczy,num,thirteen,trzynaście,dictionary_steenbergen,any,latin_inherited__claude,tres + decem,,,CLAUDE: tredecim = thirteen
trzyk,m,trick,sztuczka,dictionary_steenbergen,any,english__claude,trick,,,
turysta,f. I,tourist,turysta,dictionary_steenbergen,any,latin_learned__claude,touristam,,,CLAUDE: from Latin tornare (to turn) via French tour; Neo-Latin -ista suffix
tycica,f. I,caressment,pieszczota,dictionary_steenbergen,any,latin_inherited__claude,tacticam,,,"CLAUDE: Latin tactica > touching, caressing? or from tangere > tact-; uncertain"
tyrania,f. I,tyranny,tyrania,dictionary_steenbergen,any,latin_learned__claude,tyrannidam,,,CLAUDE: Latin tyrannis/tyrannida from Greek tyrannis
urynar,"v, 1",urinate,urynować,dictionary_steenbergen,any,latin_learned__claude,urinare,,,
urłój,m,clock,żegar,dictionary_steenbergen,any,latin_inherited__claude,horologium,,,"CLAUDE: Latin horologium = clock (from Greek horologion); h- dropped, or- > ur- (metathesis)"
warzaty,adj,"varied, colourful",różnorodny,dictionary_steenbergen,any,latin_inherited__claude,variantum + is,,,"CLAUDE: Latin varians/variantem = varying, varied"
wertykały,adj,vertical,pionowy,dictionary_steenbergen,any,latin_learned__claude,verticalem + is,,,
wiekłaszczer,"v, 8",grow old,starzeć się,dictionary_steenbergen,any,latin_inherited__claude,vetulescere,,,CLAUDE: Latin vetulescere / veterascere = to grow old; vetus = old
wierz,m,swine,"dzik, świnia",dictionary_steenbergen,any,latin_inherited__claude,verrem,,,CLAUDE: Latin verres = boar (male pig)
wiolonczela,f. I,cello,wiolonczela,dictionary_steenbergen,any,italian__claude,violoncello,,,
wiza,f. I,"manner, way",sposób,dictionary_steenbergen,any,latin_inherited__claude,viam,,,"CLAUDE: Latin via = way, manner; French manière but here via Latin"
wiół,m,sail,żagiel,dictionary_steenbergen,any,latin_inherited__claude,velum,,,"CLAUDE: Latin velum = sail, veil"
więdzier,"v, 7",sell,sprzedawać,dictionary_steenbergen,any,latin_inherited__claude,vendere,,,CLAUDE: Latin vendere = to sell
wiżyblemięć,adv,"apparently, obviously",widocznie,dictionary_steenbergen,any,latin_inherited__claude,visibilmente,,,"CLAUDE: visibilis + mente; visibly, apparently"
wokal,f,vowel,samogłoska,dictionary_steenbergen,any,latin_learned__claude,vocalem,,,"CLAUDE: Latin vocalis = vocal, vowel; vox + -alis"
wokar,"v, 1",call,"zwać, nazywać",dictionary_steenbergen,any,latin_inherited__claude,vocare,,,
wrzeciły,adj,fertile,płodny,dictionary_steenbergen,any,latin_inherited__claude,fertilem + is,,,CLAUDE: Latin fertilis = fertile; f- > wrz- (labial + liquid cluster shift)
wółna,f. I,ulna (60.96 cm),"ulna (60,96 cm)",dictionary_steenbergen,ill_bethisad?,latin_inherited__claude,ulnam,,,"CLAUDE: Latin ulna = forearm, ell (unit of length)"
węblikały,adj,"navel, umbilical",pępowy,dictionary_steenbergen,any,latin_inherited__claude,umbilicalem + is,,,CLAUDE: Latin umbilicalis = navel; umbilicum + -alis
włątarz,m,volunteer,ochotnik,dictionary_steenbergen,any,latin_learned__claude,voluntarium,,,"CLAUDE: Latin voluntarius = voluntary, volunteer"
wśrewar,"v, 1",observe,"obserwować, upatrywać",dictionary_steenbergen,any,latin_learned__claude,observare,,,CLAUDE: ob- + servare = to watch over
ziołuzy,adj,jealous,zazdrosny,dictionary_steenbergen,any,latin_inherited__claude,zelosum + is,,,"CLAUDE: Late Latin zelosus = zealous, jealous (from Greek zelos)"
łończa,f. I,lance,lanca,dictionary_steenbergen,any,latin_learned__claude,lanceam,,,"CLAUDE: Latin lancea = lance, spear"
łysrustać,f,luxury,luksus,dictionary_steenbergen,any,latin_inherited__claude,luxuriatem,,,"CLAUDE: Latin luxuria = luxury, excess"
ściemar,"v, 1",estimate,szacować,dictionary_steenbergen,any,latin_learned__claude,aestimare,,,"CLAUDE: Latin aestimare = to estimate, value"
żurnał,m,magazine,czasopismo,dictionary_steenbergen,any,french__claude,journal,,,
żyrar,"v, 1",swear,przysięgać,dictionary_steenbergen,any,latin_inherited__claude,iurare,,,CLAUDE: Latin iurare = to swear an oath
