lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
geniały,adj,genial,genialny,dictionary_steenbergen,any,latin_learned__claude,genialem,,,
geografia,f. I,geography,geografia,dictionary_steenbergen,any,latin_learned__claude,geographiam,,,
geograficy,adj,geographical,geograficzny,dictionary_steenbergen,any,latin_learned__claude,geographicum,,,
geologia,f. I,geology,geologia,dictionary_steenbergen,any,latin_learned__claude,geologiam,,,
geologicy,adj,geological,geologiczny,dictionary_steenbergen,any,latin_learned__claude,geologicum,,,
germanicy,adj,Germanic,germański,dictionary_steenbergen,?,latin_learned__claude,germanicum,,,
harmonia,f. I,harmony,harmonia,dictionary_steenbergen,any,latin_learned__claude,harmoniam,,,
harmonicy,adj,"harmonious, harmonic",harmoniczny,dictionary_steenbergen,any,latin_learned__claude,harmonicum,,,
horyzontały,adj,horizontal,poziomowy,dictionary_steenbergen,any,latin_learned__claude,horizontalem,,,
ideały,adj,ideal,idealny,dictionary_steenbergen,any,latin_learned__claude,idealem,,,
inaugurały,adj,inaugural,inauguralny,dictionary_steenbergen,any,latin_learned__claude,inauguralem,,,
industria,f. I,industry,przemysł,dictionary_steenbergen,any,latin_learned__claude,industriam,,,
industriały,adj,industrial,przemysłowy,dictionary_steenbergen,any,latin_learned__claude,industrialem,,,
indywiduały,adj,individual,indywidualny,dictionary_steenbergen,any,latin_learned__claude,individualem,,,
inicjaciwa,f. I,initiative,inicjatywa,dictionary_steenbergen,any,latin_learned__claude,initiativam,,,
inicjały,adj,initial,początkowy,dictionary_steenbergen,any,latin_learned__claude,initialem,,,
ironia,f. I,irony,ironia,dictionary_steenbergen,any,latin_learned__claude,ironiam,,,
jatać,f,"age, era, timeframe",epoka,dictionary_steenbergen,any,latin_inherited__claude,aetatem,,,
jewieńtać,f,youth (youngness),młodość,dictionary_steenbergen,any,latin_inherited__claude,iuvenitatem,,,
jotrzeńtać,f,eternity,wieczność,dictionary_steenbergen,any,latin_inherited__claude,aeternitatem,,,
katolicy,adj,Catholic,katolicki,dictionary_steenbergen,any,latin_learned__claude,catholicum,,,
kąttać,f,quantity,ilość,dictionary_steenbergen,any,latin_inherited__claude,quantitatem,,,
klarnet,m,clarinet,klarnet,dictionary_steenbergen,any,french__claude,clarinette,,,
klasa,f. I,class,klasa,dictionary_steenbergen,any,latin_learned__claude,classem,,,
klinicy,adj,clinical,kliniczny,dictionary_steenbergen,any,latin_learned__claude,clinicum,,,
kłartać,f,"clearness, brightness",jasność,dictionary_steenbergen,any,latin_inherited__claude,claritatem,,,
komędant,m,commander,komendant,dictionary_steenbergen,any,french__claude,commandant,,,
komicy,adj,comical,komiczny,dictionary_steenbergen,any,latin_learned__claude,comicum,,,
komunista,m. I,communist,komunista,dictionary_steenbergen,any,latin_learned__claude,communistam,,,
koncert,m,concert,concert,dictionary_steenbergen,any,italian__claude,concerto,,,
koniąceń,f,conjunction,spójnik,dictionary_steenbergen,any,latin_inherited__claude,coniunctionem,,,
konieceń,f,connection,połączenie,dictionary_steenbergen,any,latin_inherited__claude,connectionem,,,
konserwaciwy,adj,conservative,konserwatywny,dictionary_steenbergen,any,latin_learned__claude,conservativum,,,
konstytuceń,f,constitution,konstytucja,dictionary_steenbergen,any,latin_inherited__claude,constitutionem,,,
kontakt,m,contact,kontakt,dictionary_steenbergen,any,latin_learned__claude,contactum,,,
kontekst,m,context,kontekst,dictionary_steenbergen,any,latin_learned__claude,contextum,,,
konto,n,account,konto,dictionary_steenbergen,any,italian__claude,conto,,,
kontrakt,m,contract,kontrakt,dictionary_steenbergen,any,latin_learned__claude,contractum,,,
kontrola,f. I,control,kontrola,dictionary_steenbergen,any,french__claude,contrôle,,,
"kontynię, -tu","n. -mię, -miętu",continent,kontynent,dictionary_steenbergen,any,latin_learned__claude,continentem,,,
kooperaceń,f,cooperation,współpraca,dictionary_steenbergen,any,latin_learned__claude,cooperationem,,,
kopięzaceń,f,compensation,kompensacja,dictionary_steenbergen,any,latin_inherited__claude,compensationem,,,
koraceń,f,courage,odwaga,dictionary_steenbergen,any,latin_inherited__claude,*coragionem,,,
korunaceń,f,coronation,koronacja,dictionary_steenbergen,any,latin_inherited__claude,coronationem,,,
krzejaceń,f,creation,stworzenie,dictionary_steenbergen,any,latin_inherited__claude,creationem,,,
krzejaciwy,adj,creative,twórczy,dictionary_steenbergen,any,latin__claude,creativum,,,
kuceń,f,caution,ostrożność,dictionary_steenbergen,any,latin_inherited__claude,cautionem,,,
leceń,f,lesson,lekcja,dictionary_steenbergen,any,latin_inherited__claude,lectionem,,,
legały,adj,legal,legalny,dictionary_steenbergen,any,latin_learned__claude,legalem,,,
liberalizm,m,liberalism,liberalizm,dictionary_steenbergen,any,latin_learned__claude,liberalismum,,,
liberały,adj,liberal,liberalny,dictionary_steenbergen,any,latin_learned__claude,liberalem,,,
libier,m,book,książka,dictionary_steenbergen,any,latin_inherited__claude,librum,,,
likier,m,liquor,likier,dictionary_steenbergen,any,french__claude,liqueur,,,
likwidaceń,f,liquidation,likwidacja,dictionary_steenbergen,any,latin_learned__claude,liquidationem,,,
liwartać,f,freedom,wolność,dictionary_steenbergen,any,latin_inherited__claude,libertatem,,,
logicy,adj,logical,logiczny,dictionary_steenbergen,any,latin_learned__claude,logicum,,,
lojały,adj,loyal,lojalny,dictionary_steenbergen,any,french__claude,loyal,,,
magia,f. I,magic,magia,dictionary_steenbergen,any,latin_learned__claude,magiam,,,
magicy,adj,magic,magiczny,dictionary_steenbergen,any,latin_learned__claude,magicum,,,
manipulaceń,f,manipulation,manipulacja,dictionary_steenbergen,any,latin_learned__claude,manipulationem,,,
manipulaciwy,adj,manipulative,manipulatywny,dictionary_steenbergen,any,latin_learned__claude,manipulativum,,,
mechanicy,adj,mechanical,mechaniczny,dictionary_steenbergen,any,latin_learned__claude,mechanicum,,,
mechanizm,n,mechanism,mechanizm,dictionary_steenbergen,any,latin_learned__claude,mechanismum,,,
melancholia,f. I,melancholy,melancholia,dictionary_steenbergen,any,latin_learned__claude,melancholiam,,,
melancholicy,adj,melancholic,melancholiczny,dictionary_steenbergen,any,latin_learned__claude,melancholicum,,,
melodia,f. I,melody,melodia,dictionary_steenbergen,any,latin_learned__claude,melodiam,,,
mentaltać,f,mentality,mentalność,dictionary_steenbergen,any,latin_learned__claude,mentalitatem,,,
mentały,adj,mental,mentalny,dictionary_steenbergen,any,latin_learned__claude,mentalem,,,
miegraceń,f,migration,migracja,dictionary_steenbergen,any,latin_inherited__claude,migrationem,,,
mojortać,f,majority,większość,dictionary_steenbergen,any,latin_learned__claude,majoritatem,,,
molińtać,f,maliciousness,złośliwość,dictionary_steenbergen,any,latin_inherited__claude,malignitatem,,,
monarchia,f. I,monarchy,monarchia,dictionary_steenbergen,any,latin_learned__claude,monarchiam,,,
monarchista,m. I,monarchist,monarchista,dictionary_steenbergen,any,latin_learned__claude,monarchistam,,,
moszklińtać,f,masculinity,męskość,dictionary_steenbergen,any,latin_inherited__claude,masculinitatem,,,
mrotały,adj,mortal,śmiertelny,dictionary_steenbergen,any,latin_inherited__claude,mortalem,,,
municzypały,adj,municipal,gminny,dictionary_steenbergen,any,latin_learned__claude,municipalem,,,
mutaceń,f,mutation,mutacja,dictionary_steenbergen,any,latin_learned__claude,mutationem,,,
muzykaltać,f,musicality,muzykalność,dictionary_steenbergen,any,latin_learned__claude,musicalitatem,,,
muzykały,adj,musical,muzykalny,dictionary_steenbergen,any,latin_learned__claude,musicalem,,,
mytwały,adj,mutual,wzajemny,dictionary_steenbergen,any,latin_learned__claude,mutualem,,,
naiwy,adj,naive,naiwny,dictionary_steenbergen,any,french__claude,naïf,,,
natura,f. I,nature,"przyroda, natura",dictionary_steenbergen,any,latin_learned__claude,naturam,,,
naturały,adj,natural,naturalny,dictionary_steenbergen,any,latin_learned__claude,naturalem,,,
negaciwy,adj,negative,negatywny,dictionary_steenbergen,any,latin_learned__claude,negativum,,,
nębier,m. II inanimate,number,liczba,dictionary_steenbergen,any,latin_inherited__claude,numerum,,,
nieczestać,f,"necessity, need",potrzeba,dictionary_steenbergen,any,latin_inherited__claude,necessitatem,,,
niefiedzieltać,f,infidelity,niewierność,dictionary_steenbergen,any,latin_inherited__claude,infidelitatem,,,
niekwiattać,f,unrest,niepokój,dictionary_steenbergen,any,latin_inherited__claude,*inquietatem,,,
niemrotały,adj,immortal,nieśmiertelny,dictionary_steenbergen,any,latin_inherited__claude,immortalem,,,
nociewtać,f,birth,urodzenie,dictionary_steenbergen,any,latin_inherited__claude,nativitatem,,,
noconały,adj,national,narodowy,dictionary_steenbergen,any,latin__claude,nationalem,,,
normały,adj,normal,normalny,dictionary_steenbergen,any,latin_learned__claude,normalem,,,
nostalgia,f. I,nostalgia,nostalgia,dictionary_steenbergen,any,latin_learned__claude,nostalgiam,,,
nostalgicy,adj,nostalgic,nostalgiczny,dictionary_steenbergen,any,latin_learned__claude,nostalgicum,,,
nowtać,f,news,nowość,dictionary_steenbergen,any,latin_inherited__claude,novitatem,,,
nubieltać,f,nobility,szlachta,dictionary_steenbergen,any,latin_inherited__claude,nobilitatem,,,
okupaceń,f,occupation,okupacja,dictionary_steenbergen,any,latin_inherited__claude,occupationem,,,
olegaceń,f,allegiance,powiązanie,dictionary_steenbergen,any,latin_inherited__claude,allegationem,,,
oliwa,f. I,olive,oliwka,dictionary_steenbergen,any,latin_learned__claude,olivam,,,
omieraceń,f,admiration,podziw,dictionary_steenbergen,any,latin_inherited__claude,admirationem,,,
oniestać,f,honesty,szczerość,dictionary_steenbergen,any,latin_inherited__claude,honestátem,,,
opera,f. I,opera,opera,dictionary_steenbergen,any,italian__claude,opera,,,
operaceń,f,"operation, surgery",operacja,dictionary_steenbergen,any,latin_learned__claude,operationem,,,
opielkaceń,f,application,zastosowanie,dictionary_steenbergen,any,latin_inherited__claude,applicationem,,,
opleceń,f,"completion, supplement",uzupełnienie,dictionary_steenbergen,any,latin_inherited__claude,completionem,,,
optymista,m. I,optimist,optymista,dictionary_steenbergen,any,latin_learned__claude,optimistam,,,
optymizm,m,optimism,optymizm,dictionary_steenbergen,any,latin_learned__claude,optimismum,,,
oryginaltać,f,originality,oryginalność,dictionary_steenbergen,any,latin_learned__claude,originalitatem,,,
oryginały,adj,original,oryginalny,dictionary_steenbergen,any,latin_learned__claude,originalem,,,
oszczataceń,f,acceptation,akceptacja,dictionary_steenbergen,any,latin_inherited__claude,acceptationem,,,
oszynieceń,f,assignment,"wyznaczenie, przydzielenie",dictionary_steenbergen,any,latin_inherited__claude,assignationem,,,
ościeltać,f,hostility,wrogość,dictionary_steenbergen,any,latin_inherited__claude,hostilitatem,,,
otroceń,f,attraction,"atrakcja, pociąg",dictionary_steenbergen,any,latin_inherited__claude,attractionem,,,
owały,adj,oval,owalny,dictionary_steenbergen,any,latin_learned__claude,ovalem,,,
papier,m,paper,papier,dictionary_steenbergen,any,french__claude,papier,,,
parada,f. I,parade,parada,dictionary_steenbergen,any,french__claude,parade,,,
paradyz,m,paradise,raj,dictionary_steenbergen,any,latin_learned__claude,paradisum,,,
parcały,adj,partial,częściowy,dictionary_steenbergen,any,latin_learned__claude,partialem,,,
parodia,f. I,parody,parodia,dictionary_steenbergen,any,latin_learned__claude,parodiam,,,
partia,f. I,party,partia,dictionary_steenbergen,any,latin_learned__claude,partiam,,,
patologia,f. I,pathology,patologia,dictionary_steenbergen,any,latin_learned__claude,pathologiam,,,
patologicy,adj,pathologic,patologiczny,dictionary_steenbergen,any,latin_learned__claude,pathologicum,,,
patriotyzm,m,patriottism,patriotyzm,dictionary_steenbergen,any,latin_learned__claude,patriotismum,,,
pesymizm,m,pessimism,pesymizm,dictionary_steenbergen,any,latin_learned__claude,pessimismum,,,
pieceń,m,comb,grzebień,dictionary_steenbergen,any,latin_inherited__claude,pectionem,,,
pijtać,f,"devoutness, piety",pobożność,dictionary_steenbergen,any,latin_inherited__claude,pietátem,,,
poeta,m. I,poet,poeta,dictionary_steenbergen,any,latin_learned__claude,poetam,,,
polica,f. I,police,policja,dictionary_steenbergen,any,french__claude,police,,,
politycy,adj,political,polityczny,dictionary_steenbergen,any,latin_learned__claude,politicum,,,
polityk,m,politician,polityk,dictionary_steenbergen,any,latin_learned__claude,politicum,,,
polityka,f. I,politics,polityka,dictionary_steenbergen,any,latin_learned__claude,politicam,,,
posibieltać,f,possibility,możliwość,dictionary_steenbergen,any,latin_learned__claude,possibilitatem,,,
postłaceń,f,demand,wymaganie,dictionary_steenbergen,any,latin_inherited__claude,postulationem,,,
pozyciwy,adj,positive,pozytywny,dictionary_steenbergen,any,latin_learned__claude,positivum,,,
premier,m,prime minister,premier,dictionary_steenbergen,any,french__claude,premier,,,
prezent,m,present,prezent,dictionary_steenbergen,any,latin_learned__claude,praesentem,,,
prezydent,m,president,prezydent,dictionary_steenbergen,any,latin_learned__claude,praesidentem,,,
proceń,f,portion,"porcja, dawka",dictionary_steenbergen,any,latin_inherited__claude,portionem,,,
procieceń,f,protection,ochrona,dictionary_steenbergen,any,latin_inherited__claude,protectionem,,,
profądtać,f,depth,głębokość,dictionary_steenbergen,any,latin_inherited__claude,profunditatem,,,
profeta,m. I,prophet,prorok,dictionary_steenbergen,any,latin_learned__claude,prophetam,,,
profieszonały,adj,professional,zawodowy,dictionary_steenbergen,any,latin_learned__claude,professionalem,,,
pronącaceń,f,pronunciation,wymowa,dictionary_steenbergen,any,latin_inherited__claude,pronunciationem,,,
proporceń,f,proportion,proporcja,dictionary_steenbergen,any,latin_inherited__claude,proportionem,,,
proporconały,adj,proportional,proporcjonalny,dictionary_steenbergen,any,latin__claude,proportionalem,,,
propożyceń,f,proposal,propozycja,dictionary_steenbergen,any,latin_inherited__claude,propositionem,,,
protestantyzm,m,protestantism,protestantyzm,dictionary_steenbergen,any,latin_learned__claude,protestantismum,,,
przepożyceń,f,preposition,przyimek,dictionary_steenbergen,any,latin_inherited__claude,praepositionem,,,
psychicy,adj,"psychic, mental",psychiczny,dictionary_steenbergen,any,latin_learned__claude,psychicum,,,
psycholog,m,psychologist,psycholog,dictionary_steenbergen,any,latin_learned__claude,psychologum,,,
psychologia,f. I,psychology,psychologie,dictionary_steenbergen,any,latin_learned__claude,psychologiam,,,
psychologicy,adj,psychological,psychologiczny,dictionary_steenbergen,any,latin_learned__claude,psychologicum,,,
pupartać,f,poverty,bieda,dictionary_steenbergen,any,latin_inherited__claude,paupertatem,,,
reklama,f. I,commercial,reklama,dictionary_steenbergen,any,german__claude,Reklame,,,
republika,f. I,republic,republika,dictionary_steenbergen,any,latin_learned__claude,republicam,,,
rewoluceń,f,revolution,rewolucja,dictionary_steenbergen,any,latin_learned__claude,revolutionem,,,
rezerwaceń,f,reservation,rezerwacja,dictionary_steenbergen,any,latin_learned__claude,reservationem,,,
romanicy,adj,Romance,romański,dictionary_steenbergen,?,latin_learned__claude,romanicum,,,
rytmicy,adj,rhythmic,rytmiczny,dictionary_steenbergen,any,latin_learned__claude,rhythmicum,,,
rywaltać,f,rivalry,rywalizacja,dictionary_steenbergen,any,latin_learned__claude,rivalitatem,,,
rzedyceń,f,reduction,"redukcja, obniżka",dictionary_steenbergen,any,latin_inherited__claude,reductionem,,,
rzefleceń,f,reflection,reflekcja,dictionary_steenbergen,any,latin_inherited__claude,reflectionem,,,
rzegały,adj,royal,królewski,dictionary_steenbergen,any,latin_inherited__claude,regalem,,,
rzejaltać,f,reality,rzeczywistość,dictionary_steenbergen,any,latin_learned__claude,realitatem,,,
rzejestraceń,f,regestration,rejestracja,dictionary_steenbergen,any,latin_inherited__claude,registrationem,,,
rzekuniceń,f,recognition,uznanie,dictionary_steenbergen,any,latin_inherited__claude,recognitionem,,,
rzełaceń,f,"relation, relationship","związek, stosunek",dictionary_steenbergen,any,latin_inherited__claude,relationem,,,
rzenowaceń,f,"renewal, renovation",odnowienie,dictionary_steenbergen,any,latin_inherited__claude,renovationem,,,
rześcityceń,f,restitution,zwrot,dictionary_steenbergen,any,latin_inherited__claude,restitutionem,,,
rześpieraceń,f,breath,oddech,dictionary_steenbergen,any,latin_inherited__claude,respirationem,,,
sabotaż,m,sabotage,sabotaż,dictionary_steenbergen,any,french__claude,sabotage,,,
sekceń,f,section,sekcja,dictionary_steenbergen,any,latin__claude,sectionem,,,
seksualtać,f,sexuality,seksualność,dictionary_steenbergen,any,latin_learned__claude,sexualitatem,,,
siekiertać,f,safety,bezpieczeństwo,dictionary_steenbergen,any,latin_inherited__claude,securitatem,,,
siębieltać,f,"alikeness, similarity",podobieństwo,dictionary_steenbergen,any,latin_inherited__claude,similitatem,,,
soczalista,m. I,socialist,socjalista,dictionary_steenbergen,any,latin_learned__claude,socialistam,,,
soczały,adj,social,"socjalny, społeczny",dictionary_steenbergen,any,latin_learned__claude,socialem,,,
soczotać,f,society,społeczeństwo,dictionary_steenbergen,any,latin_inherited__claude,societatem,,,
solidartać,f,solidarity,solidarność,dictionary_steenbergen,any,latin_learned__claude,solidaritatem,,,
sołyceń,f,solution,rozwiązanie,dictionary_steenbergen,any,latin_inherited__claude,solutionem,,,
sołytać,f,greeting,ukłon,dictionary_steenbergen,any,latin_inherited__claude,salutatem,,,
sparaceń,f,separation,"rozłąka, separacja",dictionary_steenbergen,any,latin_inherited__claude,separationem,,,
specjalista,m. I,specialist,specjalista,dictionary_steenbergen,any,latin_learned__claude,specialistam,,,
spirytualtać,f,spirituality,spirytualność,dictionary_steenbergen,any,latin_learned__claude,spiritualitatem,,,
spirytuały,adj,spiritual,duchowy,dictionary_steenbergen,any,latin_learned__claude,spiritualem,,,
splekaceń,f,explanation,wyjaśnienie,dictionary_steenbergen,any,latin_inherited__claude,explicationem,,,
śreńtać,f,serenity,"spokój, pogoda",dictionary_steenbergen,any,latin_inherited__claude,serenitatem,,,
teolog,m,theologist,teolog,dictionary_steenbergen,any,latin_learned__claude,theologum,,,
teologicy,adj,theological,teologiczny,dictionary_steenbergen,any,latin_learned__claude,theologicum,,,
teoria,f. I,theory,teoria,dictionary_steenbergen,any,latin_learned__claude,theoriam,,,
terytoriały,adj,territorial,terytorialny,dictionary_steenbergen,any,latin_learned__claude,territorialem,,,
terytorium,n,territory,terytorium,dictionary_steenbergen,any,latin_learned__claude,territorium,,,
toaleta,f. I,toilet,toaleta,dictionary_steenbergen,any,french__claude,toilette,,,
totały,adj,total,totalny,dictionary_steenbergen,any,latin_learned__claude,totalem,,,
trąkiltać,f,rest,spokój,dictionary_steenbergen,any,latin_inherited__claude,tranquillitatem,,,
typicy,adj,typical,typowy,dictionary_steenbergen,any,latin_learned__claude,typicum,,,
ubikaceń,f,toilet,ubikacja,dictionary_steenbergen,any,latin_learned__claude,ubicationem,,,
umileceń,f,humiliation,upokorzenie,dictionary_steenbergen,any,latin_inherited__claude,humiliationem,,,
uniwersały,adj,universal,uniwersalny,dictionary_steenbergen,any,latin_learned__claude,universalem,,,
uniwersytać,f,university,uniwersytet,dictionary_steenbergen,any,latin_inherited__claude,universitatem,,,
ura,f. I,hour,godzina,dictionary_steenbergen,any,latin_inherited__claude,horam,,,
uraceń,f,prayer,modlitwa,dictionary_steenbergen,any,latin_inherited__claude,orationem,,,
wakaceń,f,vacation,"wakacje, urlop",dictionary_steenbergen,any,latin_inherited__claude,vacationem,,,
wańtać,f,vanity,próżność,dictionary_steenbergen,any,latin_inherited__claude,vanitatem,,,
wieniaraceń,f,"esteem, respect",szacunek,dictionary_steenbergen,any,latin_inherited__claude,venerationem,,,
więdkaceń,f,revenge,zemsta,dictionary_steenbergen,any,latin_inherited__claude,vindicationem,,,
wiltać,f,cheapness,taniość,dictionary_steenbergen,any,latin_inherited__claude,vilitatem,,,
wiołuctać,f,speed,szybkość,dictionary_steenbergen,any,latin_inherited__claude,velocitatem,,,
wiortać,f,truth,prawda,dictionary_steenbergen,any,latin_inherited__claude,veritatem,,,
wirtuały,adj,virtual,wirtualny,dictionary_steenbergen,any,latin_learned__claude,virtualem,,,
witały,adj,lively,żywy,dictionary_steenbergen,any,latin_learned__claude,vitalem,,,
