lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
jeszczepceń,f,exception,wyjątek,dictionary_steenbergen,any,latin_inherited,exceptionem,,,
jeśpierzer,"v, 5",experience,doświadczyć,dictionary_steenbergen,any,latin_inherited,experiri,,,
jogurt,m,yoghurt,jogurt,dictionary_steenbergen,any,turkish,yoğurt,,,
jętrzortać,f,past,przeszłość,dictionary_steenbergen,any,,,,,
kadlesyn,m,son-of-a-bitch,sukinsyn,dictionary_steenbergen,any,"latin_inherited, proto-polish",catulae + syn,,,
kadła,f. I,bitch,suka,dictionary_steenbergen,any,latin_inherited,catulam,,,
klawisz,m,key (on a keyboard),klawisz,dictionary_steenbergen,any,latin_learned,clavis,,,
kocięwu,adv,continuously,ciągle,dictionary_steenbergen,any,latin_inherited,continue,,,
komlar,"v, 2",say goodbye,żegnać,dictionary_steenbergen,any,,,,,
"komponię, -tu","n. -mię, -miętu",component,składnik,dictionary_steenbergen,any,latin_learned,componentum,,,
kompozytórz,m,composer,kompozytor,dictionary_steenbergen,any,latin_learned,compositorem,,,
komód,adv,"how, as, like",jak,dictionary_steenbergen,any,latin_inherited,quomodo,,,
konfrontar,"v, 1",confront,konfrontować,dictionary_steenbergen,any,latin_learned,confrontare,,,
kongres,m,congress,kongres,dictionary_steenbergen,any,latin_learned,congressum,,,
koniecar,"v, 2",connect,połączać,dictionary_steenbergen,any,latin_inherited,conectere,,,
kontrabas,m,double bass,kontrabas,dictionary_steenbergen,any,italian,contrabbasso,,,
koracuzy,adj,courageous,odważny,dictionary_steenbergen,any,latin_inherited,coragiōsum + is,,,"irregular, should be korażuzy?"
korżer,"v, 7",correct,poprawiać,dictionary_steenbergen,any,latin_inherited,corrigere,,,
kosięcier (perf. kosiąszy),"v, 5",agree,zgadzać się,dictionary_steenbergen,any,latin_inherited,consentire,,,
krucz,f,cross,krzyż,dictionary_steenbergen,any,latin_inherited,crucem,,,
kruczewkar,"v, 1",crucify,ukrzyżować,dictionary_steenbergen,any,latin_inherited,crucificare,,,
krzejar,"v, 2",create,stwarzać,dictionary_steenbergen,any,latin_inherited,creare,,,
kórz,n,leather,skóra,dictionary_steenbergen,any,latin_inherited,corium,,,
"kędzimię, -tu","n. -mię, -miętu",spice,przyprawa,dictionary_steenbergen,any,latin_inherited,condimentum,,,
kętrocar,"v, 1",counteract,przeciwdziałać,dictionary_steenbergen,any,latin_inherited,contra + agere,,,
lewi,adj,light,lekki,dictionary_steenbergen,any,latin_inherited,levem + is,,,
leżer,"v, 7",read,czytać,dictionary_steenbergen,any,latin_inherited,legere,,,
liwraceń,f,liberation,wyzwolenie,dictionary_steenbergen,any,latin_inherited,liberationem,,,
liwrar,"v, 1",liberate,uwolnić,dictionary_steenbergen,any,latin_inherited,liberare,,,
małgra,prep +3,in spite of,"wbrew, pomimo",dictionary_steenbergen,any,latin_inherited,male + grato,,,
miegrar,"v, 1",migrate,wędrować,dictionary_steenbergen,any,latin_inherited,migrare,,,
mierzyt,n,merit,zasługa,dictionary_steenbergen,any,latin_inherited,meritum,,,
mieź,f,month,miesiąc,dictionary_steenbergen,any,latin_inherited,mensem,,,
mila: mila wenedka,f. I,Venedic mile (8634 m),mila wenedzka (8634 m),dictionary_steenbergen,ill_bethisad,latin_inherited,miliam venedicam,,,
mizrabły,adj,miserable,żałosny,dictionary_steenbergen,any,latin_inherited,miserabilem + is,,,
molaca,f. I,disease,choroba,dictionary_steenbergen,any,,,,,"Latin molestia = trouble, annoyance; semantic shift to disease; maybe malatiam? Catalan has malalt: Inherited from Old Catalan malate, malaute, from Latin male habitus (“ill-kept, run down”)., French has malad, maladie"
moszkieł,m. II animate,man,mężczyzna,dictionary_steenbergen,any,latin_inherited,masculum,,,
motrzeńtać,f,motherhood,macierzyństwo,dictionary_steenbergen,any,latin_inherited,maternitatem,,,
motyw,n,motive,"motyw, bodziec",dictionary_steenbergen,any,latin_learned,motivum,,,
mrotalnik,m,mortal,śmiertelnik,dictionary_steenbergen,any,"latin_inherited, proto-slavic",mortalem + -nikъ,,,
mustrar: mustrar sie,"v, 1",turn out,okazać się,dictionary_steenbergen,any,latin_inherited,monstrare se,,,
męciół,n,coat,płaszcz,dictionary_steenbergen,any,latin_inherited,mantellum,,,
niefierzemtać,f,weakness,słabość,dictionary_steenbergen,any,latin_inherited,ne + firmitatem,,,
niejenąć,adv,the other day,niedawno,dictionary_steenbergen,any,,,,,
nębier: nębier telefonicy,,telephone number,numer telefonu,dictionary_steenbergen,any,,,,,
o: o męcie,adv,upstairs,na górze,dictionary_steenbergen,any,latin_inherited,ad montem,,,
obocier sie,"v, 7","hit itself against something, bump, crash",obijać,dictionary_steenbergen,any,latin_inherited,ad + battere,,,
obrzewlaceń,f,abbreviation,skrót,dictionary_steenbergen,any,latin_inherited,abbreviationem,,,
obój,m,oboe,obój,dictionary_steenbergen,any,french,hautbois,,,
odar,"v, irr.",add,dodawać,dictionary_steenbergen,any,latin_inherited,ad- + dare,,,
okąt,m,account,rachuba,dictionary_steenbergen,any,latin_inherited,*accomputum,,,
opceń,f,option,opcja,dictionary_steenbergen,any,latin_learned,optionem,,,
oprotar,"v, 1",bring,przynosić,dictionary_steenbergen,any,latin_inherited,apportare,,,
oprośmar,"v, 1",approach,"podchodzić, nadchodzić",dictionary_steenbergen,any,latin_inherited,approximare,,,
ortodoks,m,orthodox,prawosławny,dictionary_steenbergen,any,latin_learned,orthodoxum,,,
ortodoksyzm,m,orthodoxy,prawosławie,dictionary_steenbergen,any,latin_learned,orthodoxismum,,,
osiła,f. I,armpit,pacha,dictionary_steenbergen,any,latin_inherited,axillam,,,
ośpieczer,"v, 7","watch, look at","oglądać, przyglądać się",dictionary_steenbergen,any,latin_inherited,adspicere,,,
pasiwy,adj,passive,"bierny, pasywny",dictionary_steenbergen,any,latin,passivum + is,,,
pesymista,m. I,pessimist,pesymista,dictionary_steenbergen,any,latin_learned,pessimistam,,,
piaduń,m,pedestrian,pieszy,dictionary_steenbergen,any,latin_inherited,pedem + onem,,,
pieszkatórz,m,fisher,rybak,dictionary_steenbergen,any,latin_inherited,piscatorem,,,
piona,f. I,effort,wysiłek,dictionary_steenbergen,any,latin_inherited,poenam,,,
plastycy,adj,plastic,plastyczny,dictionary_steenbergen,any,latin_learned,plasticum + is,,,
prasa,f. I,press,prasa,dictionary_steenbergen,any,german,Presse,,,
procedura,f. I,procedure,procedura,dictionary_steenbergen,any,latin_learned,proceduram,,,
profesórz,m,professor,profesor,dictionary_steenbergen,any,latin_learned,professorem,,,
profiec,m,advantage,"zaleta, korzyść",dictionary_steenbergen,any,latin,profectum,,,
projer,"v, irr.",go ahead,iść naprzód,dictionary_steenbergen,any,latin_inherited,pro- + ire,,,
prokoju,adv,why,dlaczego,dictionary_steenbergen,any,,,,,
protestant,m,protestant,protestant,dictionary_steenbergen,any,latin_learned,protestantem,,,
protestanty,adj,protestant,protestancki,dictionary_steenbergen,any,latin_learned,protestantem + is,,,
przefidza,f. I,treacherousness,zdradzieckość,dictionary_steenbergen,any,latin_inherited,perfidiam,,,
przekód: przekód nie,,"until, as long as","póki, dopóki nie",dictionary_steenbergen,any,latin_inherited,per + quod ne,,,
przetekst,m,pretext,pretekst,dictionary_steenbergen,any,latin_learned,praetextum,,,
przotka,f. I,pertica (457.20 cm),"pertica (457,20 cm)",dictionary_steenbergen,?,latin_inherited,perticam,,,
przędź,adv,likewise,tak samo,dictionary_steenbergen,any,latin_inherited,perinde,,,
pukar,"v, 1",knock,pukać,dictionary_steenbergen,any,proto-polish,pukać,,,
półz,m,knock,"uderzenie, puls",dictionary_steenbergen,any,latin_inherited,pulsum,,,
realista,m. I,realist,realista,dictionary_steenbergen,any,latin_learned,realistam,,,
rodnarzy,adj,"normal, ordinary",zwykły,dictionary_steenbergen,any,latin_inherited,ordinarium + is,,,
roguli,adj,proud,dumny,dictionary_steenbergen,any,,,,,
ruina,f. I,ruin,"ruina, gruzy",dictionary_steenbergen,any,latin_learned,ruinam,,,
ruta,f. I,way,droga,dictionary_steenbergen,any,latin_learned,rutam,,,
rzedar,"v, irr.",return,oddawać,dictionary_steenbergen,any,latin_inherited,re- + dare,,,
rzedyczer,"v, 7",lead back; reduce,redukować,dictionary_steenbergen,any,latin_inherited,reducere,,,
rzegłarzemięć,adv,regularly,regularnie,dictionary_steenbergen,any,latin_inherited,regularem + mente,,,
rzejęwnier,"v, irr.",find back,odnajdować,dictionary_steenbergen,any,latin_inherited,re- + invenire,,,
rzekiełtar,"v, 1",harvest,zbierać żniwo,dictionary_steenbergen,any,latin_inherited,recollectum + are,,,
rzepotrzar,"v, 2",repatriate,repatriować,dictionary_steenbergen,any,latin_inherited,repatriare,,,
rzeprodyceń,f,reproduction,reprodukcja,dictionary_steenbergen,any,latin_learned,reproductionem,,,
sabotar,"v, 1",sabotage,sabotować,dictionary_steenbergen,any,french,saboter,,,
seriał,m,TV series,serial,dictionary_steenbergen,any,english,serial,,,
sfugar,"v, 1","cast out, expel",wyganiać,dictionary_steenbergen,any,latin_inherited,ex- + fugare,,,
siewiortać,f,severity,surowość,dictionary_steenbergen,any,latin_inherited,severitatem,,,
siodyczer,"v, 7",seduce,"uwodzić, podrywać",dictionary_steenbergen,any,latin_inherited,seducere,,,
siąprz,adv,always,zawsze,dictionary_steenbergen,any,latin_inherited,semper,,,
siębieltydzień,f,equality,równość,dictionary_steenbergen,any,latin_inherited,similitudinem,,,
siępłarzy,adj,exemplary,przykładowy,dictionary_steenbergen,any,latin_inherited,exemplarium + is,,,
"siętmię, -tu","n. -mię, -miętu",feeling,"poczucie, uczucie",dictionary_steenbergen,any,latin_inherited,sentimentum,,,
siężyciwtać,f,sensitivity,wrażliwość,dictionary_steenbergen,any,latin_inherited,sensitivitatem,,,
skleża,f. I,church,kościół,dictionary_steenbergen,any,latin_inherited,ecclesiam,,,
snoryzm,m,snorism,snoryzm,dictionary_steenbergen,ill_bethisad,-,-,,,
soczalizm,n,socialism,socjalizm,dictionary_steenbergen,any,latin_learned,socialismum,,,
sprot,m,support,"wsparcie, poparcie",dictionary_steenbergen,any,latin_inherited,supportum,,,
stryc,m,ostrich,struś,dictionary_steenbergen,any,latin_inherited,struthionem,,,
szczeleścista,f. I,criminal,przestępca,dictionary_steenbergen,any,latin_inherited,scelerosum + -istam,,,
szenierz,m,mayor,burmistrz,dictionary_steenbergen,any,latin_inherited,seniorem,,,
szer: szer pocie,adv,"maybe, perhaps",być może,dictionary_steenbergen,any,latin_inherited,essere potest,,,
szkułar,"v, 1",flow down,ściekać,dictionary_steenbergen,any,latin_inherited,ex- + colare,,,
szkłutar,"v, 1",sculpture,rzeźbić,dictionary_steenbergen,any,latin_inherited,sculptare,,,
szpolar sie (jelkoju),"v, 2",get rid of,pozbywać się,dictionary_steenbergen,any,,,,,"CLAUDE: Latin ex- + polus? or ex- + spolium (to despoil, strip); get rid of / ex- + polare"
sódz,n,sodium,sód,dictionary_steenbergen,any,latin_inherited,sodium,,,
talentaty,adj,talented,utalentowany,dictionary_steenbergen,any,latin_learned,talentatum + is,,,
tenor,m,tenor,tenor,dictionary_steenbergen,any,latin_learned,tenorem,,,
teologia,f. I,theology,teologia,dictionary_steenbergen,any,latin_learned,theologiam,,,
tocharki,adj,Tocharian,tocharski,dictionary_steenbergen,?,latin_learned,Tocharicum + is,,,
trzesprzedczy,num,thirteen,trzynaście,dictionary_steenbergen,any,,,,,CLAUDE: tredecim = thirteen / tres + decem
trzyk,m,trick,sztuczka,dictionary_steenbergen,any,latin_inherited,*trudicum,,,https://en.wiktionary.org/wiki/Reconstruction:Latin/trudicare
turysta,f. I,tourist,turysta,dictionary_steenbergen,any,french,touriste,,,
tycica,f. I,caressment,pieszczota,dictionary_steenbergen,any,,,,,"CLAUDE: Latin tactica > touching, caressing? or from tangere > tact-; uncertain / tacticam"
tyrania,f. I,tyranny,tyrania,dictionary_steenbergen,any,latin_learned,tyranniam,,,
urynar,"v, 1",urinate,urynować,dictionary_steenbergen,any,latin_learned,urinare,,,
urłój,m,clock,żegar,dictionary_steenbergen,any,latin_inherited,horologium,,,
warzaty,adj,"varied, colourful",różnorodny,dictionary_steenbergen,any,latin_inherited,variatum + is,,,
wertykały,adj,vertical,pionowy,dictionary_steenbergen,any,latin_learned,verticalem + is,,,
wiekłaszczer,"v, 8",grow old,starzeć się,dictionary_steenbergen,any,,,,,CLAUDE: Latin vetulescere / veterascere = to grow old; vetus = old / vetulescere
wierz,m,swine,"dzik, świnia",dictionary_steenbergen,any,latin_inherited,verrem,,,CLAUDE: Latin verres = boar (male pig)
wiolonczela,f. I,cello,wiolonczela,dictionary_steenbergen,any,italian,violoncello,,,
wiza,f. I,"manner, way",sposób,dictionary_steenbergen,any,,,,,"CLAUDE: Latin via = way, manner; French manière but here via Latin / viam"
wiół,m,sail,żagiel,dictionary_steenbergen,any,latin_inherited,velum,,,
więdzier,"v, 7",sell,sprzedawać,dictionary_steenbergen,any,latin_inherited,vendere,,,
wiżyblemięć,adv,"apparently, obviously",widocznie,dictionary_steenbergen,any,latin_inherited,visibilem + mente,,,
wokal,f,vowel,samogłoska,dictionary_steenbergen,any,latin_learned,vocalem,,,
wokar,"v, 1",call,"zwać, nazywać",dictionary_steenbergen,any,latin,vocare,,,
wrzeciły,adj,fertile,płodny,dictionary_steenbergen,any,latin_inherited,fertilem + is,,,
wółna,f. I,ulna (60.96 cm),"ulna (60,96 cm)",dictionary_steenbergen,ill_bethisad?,latin_inherited,ulnam,,,
węblikały,adj,"navel, umbilical",pępowy,dictionary_steenbergen,any,latin_inherited,umbilicalem + is,,,
włątarz,m,volunteer,ochotnik,dictionary_steenbergen,any,latin_inherited,voluntarium,,,
wśrewar,"v, 1",observe,"obserwować, upatrywać",dictionary_steenbergen,any,latin_inherited,observare,,,
ziołuzy,adj,jealous,zazdrosny,dictionary_steenbergen,any,latin_inherited,zelosum + is,,,
łończa,f. I,lance,lanca,dictionary_steenbergen,any,latin_inherited,lanceam,,,
łysrustać,f,luxury,luksus,dictionary_steenbergen,any,latin_inherited,luxuriositatem,,,
ściemar,"v, 1",estimate,szacować,dictionary_steenbergen,any,latin_inherited,aestimare,,,
żurnał,m,magazine,czasopismo,dictionary_steenbergen,any,french,journal,,,
żyrar,"v, 1",swear,przysięgać,dictionary_steenbergen,any,latin_inherited,iurare,,,
